证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
300595.SZ,欧普康视,医药生物,0,0,0,,0,,,,,,,,,
300596.SZ,利安隆,化工,0,0,0,,0,,,,,,,,,
300597.SZ,吉大通信,通信,0,0,0,,0,,,,,,,,,
300598.SZ,诚迈科技,计算机,0,0,0,,0,,,,,,,,,
300599.SZ,雄塑科技,建筑材料,0,0,0,,0,,,,,,,,,
300600.SZ,国瑞科技,国防军工,0,0,0,,0,,,,,,,,,
300601.SZ,康泰生物,医药生物,0,0,0,,0,,,,,,,,,
300602.SZ,飞荣达,电子,0,0,0,,0,,,,,,,,,
300603.SZ,立昂技术,通信,0,0,0,,0,,,,,,,,,
300604.SZ,长川科技,机械设备,0,0,0,,0,,,,,,,,,
300605.SZ,恒锋信息,计算机,0,0,0,,0,,,,,,,,,
300606.SZ,金太阳,机械设备,0,0,0,,0,,,,,,,,,
300607.SZ,拓斯达,机械设备,0,0,0,,0,,,,,,,,,
300608.SZ,思特奇,计算机,0,0,0,,0,,,,,,,,,
300609.SZ,汇纳科技,计算机,0,0,0,,0,,,,,,,,,
300610.SZ,晨化股份,化工,0,0,0,,0,,,,,,,,,
300611.SZ,美力科技,汽车,0,0,0,,0,,,,,,,,,
300612.SZ,宣亚国际,传媒,0,0,0,,0,,,,,,,,,
300613.SZ,富瀚微,电子,0,0,0,,0,,,,,,,,,
300614.SZ,百川畅银,公用事业,0,0,0,,0,,,,,,,,,
300615.SZ,欣天科技,通信,0,0,0,,0,,,,,,,,,
300616.SZ,尚品宅配,轻工制造,0,0,0,,0,,,,,,,,,
300617.SZ,安靠智电,电气设备,0,0,0,,0,,,,,,,,,
300618.SZ,寒锐钴业,有色金属,0,0,0,,0,,,,,,,,,
300619.SZ,金银河,机械设备,0,0,0,,0,,,,,,,,,
300620.SZ,光库科技,通信,0,0,0,,0,,,,,,,,,
300621.SZ,维业股份,建筑装饰,0,0,0,,0,,,,,,,,,
300622.SZ,博士眼镜,商业贸易,0,0,0,,0,,,,,,,,,
300623.SZ,捷捷微电,电子,0,0,0,,0,,,,,,,,,
300624.SZ,万兴科技,计算机,0,0,0,,0,,,,,,,,,
300625.SZ,三雄极光,电子,0,0,0,,0,,,,,,,,,
300626.SZ,华瑞股份,电气设备,0,0,0,,0,,,,,,,,,
300627.SZ,华测导航,通信,0,0,0,,0,,,,,,,,,
300628.SZ,亿联网络,通信,0,0,0,,0,,,,,,,,,
300629.SZ,新劲刚,机械设备,0,0,0,,0,"9,144,906.9300",,"151,363,568.8400",,,59.5341,34.5788,,
300630.SZ,普利制药,医药生物,0,0,0,,0,,,,,,,,,
300631.SZ,久吾高科,公用事业,0,0,0,,0,,,,,,,,,
300632.SZ,光莆股份,电子,0,0,0,,0,,,,,,,,,
300633.SZ,开立医疗,医药生物,0,0,0,,0,,,,,,,,,
300634.SZ,彩讯股份,计算机,0,0,0,,0,,,,,,,,,
300635.SZ,中达安,建筑装饰,0,0,0,,0,,,,,,,,,
300636.SZ,同和药业,医药生物,0,0,0,,0,,,,,,,,,
300637.SZ,扬帆新材,化工,0,0,0,,0,,,,,,,,,
300638.SZ,广和通,通信,0,0,0,,0,,,,,,,,,
300639.SZ,凯普生物,医药生物,0,0,0,,0,,,,,,,,,
300640.SZ,德艺文创,轻工制造,0,0,0,,0,,,,,,,,,
300641.SZ,正丹股份,化工,0,0,0,,0,,,,,,,,,
300642.SZ,透景生命,医药生物,0,0,0,,0,,,,,,,,,
300643.SZ,万通智控,汽车,0,0,0,,0,,,,,,,,,
300644.SZ,南京聚隆,化工,0,0,0,,1,,,,,,,,,
300645.SZ,正元智慧,计算机,0,0,0,,0,,,,,,,,,
300647.SZ,超频三,电子,0,0,0,,0,,,,,,,,,
300648.SZ,星云股份,机械设备,0,0,0,,0,,,,,,,,,
300649.SZ,杭州园林,建筑装饰,0,0,0,,0,,,,,,,,,
300650.SZ,太龙股份,电子,0,0,0,,0,,,,,,,,,
300651.SZ,金陵体育,轻工制造,0,0,0,,0,,,,,,,,,
300652.SZ,雷迪克,汽车,0,0,0,,0,,,,,,,,,
300653.SZ,正海生物,医药生物,0,0,0,,0,,,"80,301,878.8400",,,,,,
300654.SZ,世纪天鸿,传媒,0,0,0,,0,,,,,,,,,
300655.SZ,晶瑞电材,化工,0,0,0,,0,,,,,,,,,
300656.SZ,民德电子,电子,0,0,0,,0,,,,,,,,,
300657.SZ,弘信电子,电子,0,0,0,,0,,,,,,,,,
300658.SZ,延江股份,纺织服装,0,0,0,,0,,,,,,,,,
300659.SZ,中孚信息,计算机,0,0,0,,0,,,,,,,,,
300660.SZ,江苏雷利,电气设备,0,0,0,,0,,,,,,,,,
300661.SZ,圣邦股份,电子,0,0,0,,0,,,,,,,,,
300662.SZ,科锐国际,休闲服务,0,0,0,,0,,,,,,,,,
300663.SZ,科蓝软件,计算机,0,0,0,,0,,,,,,,,,
300664.SZ,鹏鹞环保,公用事业,0,0,0,,0,,,,,,,,,
300665.SZ,飞鹿股份,化工,0,0,0,,0,,,,,,,,,
300666.SZ,江丰电子,电子,0,0,0,,0,,,,,,,,,
300667.SZ,必创科技,机械设备,0,0,0,,0,,,,,,,,,
300668.SZ,杰恩设计,建筑装饰,0,0,0,,0,,,,,,,,,
300669.SZ,沪宁股份,机械设备,0,0,0,,0,,,,,,,,,
300670.SZ,大烨智能,电气设备,0,0,0,,0,,,,,,,,,
300671.SZ,富满微,电子,0,0,0,,0,,,,,,,,,
300672.SZ,国科微,电子,0,0,0,,0,,,,,,,,,
300673.SZ,佩蒂股份,农林牧渔,0,0,0,,0,,,,,,,,,
300674.SZ,宇信科技,计算机,0,0,0,,0,,,,,,,,,
300675.SZ,建科院,建筑装饰,0,0,0,,0,,,,,,,,,
300676.SZ,华大基因,医药生物,0,0,0,,0,,,,,,,,,
300677.SZ,英科医疗,医药生物,0,0,0,,0,,,,,,,,,
300678.SZ,中科信息,计算机,0,0,0,,0,,,,,,,,,
300679.SZ,电连技术,电子,0,0,0,,0,,,,,,,,,
300680.SZ,隆盛科技,汽车,0,0,0,,0,,,,,,,,,
300681.SZ,英搏尔,汽车,0,0,0,,0,,,,,,,,,
300682.SZ,朗新科技,计算机,0,0,0,,0,,,,,,,,,
300683.SZ,海特生物,医药生物,0,0,0,,0,,,,,,,,,
300684.SZ,中石科技,电子,0,0,0,,0,,,,,,,,,
300685.SZ,艾德生物,医药生物,0,0,0,,0,,,,,,,,,
300686.SZ,智动力,电子,0,0,0,,0,,,,,,,,,
300687.SZ,赛意信息,计算机,0,0,0,,0,,,,,,,,,
300688.SZ,创业黑马,综合,0,0,0,,0,,,,,,,,,
300689.SZ,澄天伟业,通信,0,0,0,,0,,,,,,,,,
300690.SZ,双一科技,化工,0,0,0,,0,,,"187,410,000.0000",,,,62.0144,,
300691.SZ,联合光电,电子,0,0,0,,0,,,,,,,,,
300692.SZ,中环环保,公用事业,0,0,0,,0,,,,,,,,,
300693.SZ,盛弘股份,电气设备,0,0,0,,0,,,,,,,,,
300694.SZ,蠡湖股份,汽车,0,0,0,,0,,,,,,,,,
300695.SZ,兆丰股份,汽车,0,0,0,,0,,,,,,,,,
300696.SZ,爱乐达,国防军工,0,0,0,,0,,,,,,,,,
300697.SZ,电工合金,有色金属,0,0,0,,0,,,,,,,,,
300698.SZ,万马科技,通信,0,0,0,,0,,,,,,,,,
300699.SZ,光威复材,化工,0,0,0,,0,,,,,,,,,
300700.SZ,岱勒新材,机械设备,0,0,0,,0,,,,,,,,,
300701.SZ,森霸传感,电子,0,0,0,,0,,,,,,,,,
300702.SZ,天宇股份,医药生物,0,0,0,,0,,,,,,,,,
300703.SZ,创源股份,轻工制造,0,0,0,,0,,,,,,,,,
300705.SZ,九典制药,医药生物,0,0,0,,0,,,,,,,,,
300706.SZ,阿石创,电子,0,0,0,,0,,,,,,,,,
300707.SZ,威唐工业,汽车,0,0,0,,0,,,,,,,,,
300708.SZ,聚灿光电,电子,0,0,0,,0,,,,,,,,,
300709.SZ,精研科技,电子,0,0,0,,0,,,,,,,,,
300710.SZ,万隆光电,通信,0,0,0,,0,,,,,,,,,
300711.SZ,广哈通信,通信,0,0,0,,0,,,,,,,,,
300712.SZ,永福股份,建筑装饰,0,0,0,,0,,,,,,,,,
300713.SZ,英可瑞,电气设备,0,0,0,,0,,,,,,,,,
300715.SZ,凯伦股份,建筑材料,0,0,0,,0,,,,,,,,,
300716.SZ,国立科技,化工,0,0,0,,0,,,,,,,,,
300717.SZ,华信新材,化工,0,0,0,,0,,,,,,,,,
300718.SZ,长盛轴承,机械设备,0,0,0,,0,,,,,,,,,
300719.SZ,安达维尔,国防军工,0,0,0,,0,,,,,,,,,
300720.SZ,海川智能,机械设备,0,0,0,,0,,,,,,,,,
300721.SZ,怡达股份,化工,0,0,0,,0,,,,,,,,,
300722.SZ,新余国科,国防军工,0,0,0,,0,,,,,,,,,
300723.SZ,一品红,医药生物,0,0,0,,0,,,,,,,,,
300724.SZ,捷佳伟创,机械设备,0,0,0,,0,,,,,,,,,
300725.SZ,药石科技,医药生物,0,0,0,,0,,,,,,,,,
300726.SZ,宏达电子,电子,0,0,0,,0,,,,,,,,,
300727.SZ,润禾材料,化工,0,0,0,,0,,,,,,,,,
300729.SZ,乐歌股份,轻工制造,0,0,0,,0,"30,276,744.3900",,"174,007,822.7800",,,34.3374,66.9645,,
300730.SZ,科创信息,计算机,0,0,0,,0,,,,,,,,,
300731.SZ,科创新源,化工,0,0,0,,0,,,,,,,,,
300732.SZ,设研院,建筑装饰,0,0,0,,0,,,,,,,,,
300733.SZ,西菱动力,汽车,0,0,0,,0,,,,,,,,,
300735.SZ,光弘科技,电子,0,0,0,,0,,,,,,,,,
300736.SZ,百邦科技,电子,0,0,0,,0,,,,,,,,,
300737.SZ,科顺股份,建筑材料,0,0,0,,0,,,,,,,,,
300738.SZ,奥飞数据,计算机,0,0,0,,0,,,,,,,,,
300739.SZ,明阳电路,电子,0,0,0,,0,,,,,,,,,
300740.SZ,水羊股份,化工,0,0,0,,0,,,,,,,,,
300741.SZ,华宝股份,食品饮料,0,0,0,,0,,,,,,,,,100.0000
300742.SZ,越博动力,汽车,0,0,0,,0,,,,,,,,,
300743.SZ,天地数码,化工,0,0,0,,0,,,,,,,,,
300745.SZ,欣锐科技,电气设备,0,0,0,,0,,,,,,,,,
300746.SZ,汉嘉设计,建筑装饰,0,0,0,,0,"62,329,444.1200",,"712,411,620.3500",938,,52.4264,41.9720,,
300747.SZ,锐科激光,电子,0,0,0,,0,,,,,,,,,
300748.SZ,金力永磁,有色金属,0,0,0,,0,,,,,,,,,
300749.SZ,顶固集创,轻工制造,0,0,0,,0,,,,,,,,,
300750.SZ,宁德时代,电气设备,0,0,0,,0,,,,,,,,,
300751.SZ,迈为股份,机械设备,0,0,0,,0,,,,,,,,,
300752.SZ,隆利科技,电子,0,0,0,,0,,,,,,,,,
300753.SZ,爱朋医疗,医药生物,0,0,0,,0,,,,,,,,,
300755.SZ,华致酒行,商业贸易,2,0,2,,0,"42,849,571.9700",,"1,312,961,974.3900",260,,68.7841,57.4973,,
300756.SZ,金马游乐,机械设备,0,0,0,,0,,,,,,,,,
300757.SZ,罗博特科,机械设备,0,0,0,,0,,,,,,,,,
300758.SZ,七彩化学,化工,0,0,0,,0,,,,,,,,,
300759.SZ,康龙化成,医药生物,0,0,0,,0,,,,,,,,,
300760.SZ,迈瑞医疗,医药生物,0,0,0,,0,,,,,,,,,
300761.SZ,立华股份,农林牧渔,0,0,0,,0,,,,,,,,,
300762.SZ,上海瀚讯,国防军工,0,0,0,,0,,,,,,,,,
300763.SZ,锦浪科技,电气设备,0,0,0,,0,,,,,,,,,
300765.SZ,新诺威,医药生物,0,0,0,,0,,,"361,980,000.0000",,,,,,
300766.SZ,每日互动,计算机,0,0,0,,0,,,,,,,,,
300767.SZ,震安科技,化工,0,0,0,,0,,,,,,,,,
300768.SZ,迪普科技,计算机,0,0,0,,0,,,,,,,,,
300769.SZ,德方纳米,化工,0,0,0,,0,,,,,,,,,
300770.SZ,新媒股份,传媒,0,0,0,,0,,,,,,,,,
300771.SZ,智莱科技,计算机,0,0,0,,0,,,,,,,,,
300772.SZ,运达股份,电气设备,0,0,0,,0,,,,,,,,,
300773.SZ,拉卡拉,计算机,0,0,0,,0,,,,,,,,,
300774.SZ,倍杰特,公用事业,0,0,0,,0,,,,,,,,,
300775.SZ,三角防务,国防军工,0,0,0,,0,,,,,,,,,
300776.SZ,帝尔激光,机械设备,0,0,0,,0,,,,,,,,,
300777.SZ,中简科技,化工,0,0,0,,0,,,,,,,,,
300778.SZ,新城市,建筑装饰,0,0,0,,0,,,,,,,,,
300779.SZ,惠城环保,公用事业,0,0,0,,0,,,,,,,,,
300780.SZ,德恩精工,机械设备,0,0,0,,0,,,,,,,,,
300781.SZ,因赛集团,传媒,0,0,0,,0,,,,,,,,,
300782.SZ,卓胜微,电子,0,0,0,,0,,,,,,,,,
300783.SZ,三只松鼠,食品饮料,0,0,0,,0,,,,,,,,,
300785.SZ,值得买,传媒,0,0,0,,0,,,,,,,,,
300786.SZ,国林科技,机械设备,0,0,0,,0,,,,,,,,,
300787.SZ,海能实业,电子,0,0,0,,0,,,,,,,,,
300788.SZ,中信出版,传媒,0,0,0,,0,,,,,,,,,
300789.SZ,唐源电气,计算机,0,0,0,,0,,,,,,,,,
300790.SZ,宇瞳光学,电子,0,0,0,,0,,,,,,,,,
300791.SZ,仙乐健康,食品饮料,0,0,0,,0,,,,,,,,,
300792.SZ,壹网壹创,传媒,0,0,0,,0,,,,,,,,,
300793.SZ,佳禾智能,电子,0,0,0,,0,,,,,,,,,
300795.SZ,*ST米奥,休闲服务,0,0,0,,0,,,,,,,,,
300796.SZ,贝斯美,化工,0,0,0,,0,,,,,,,,,
300797.SZ,钢研纳克,综合,0,0,0,,0,,,,,,,,,
300798.SZ,锦鸡股份,化工,0,0,0,,0,,,,,,,,,
300799.SZ,左江科技,计算机,0,0,0,,0,,,,,,,,,
300800.SZ,力合科技,机械设备,0,0,0,,0,,,,,,,,,
300801.SZ,泰和科技,化工,0,0,0,,0,,,,,,,,,
300802.SZ,矩子科技,机械设备,0,0,0,,0,,,,,,,,,
300803.SZ,指南针,计算机,9,3,6,"林茂升,温邦彦,李伟琴,张春林,张黎红",8,"19,757,142.9600",,"129,485,707.9300",169,,49.5469,-3.6005,,17.7100
300805.SZ,电声股份,传媒,0,0,0,,0,,,,,,,,,
300806.SZ,斯迪克,化工,0,0,0,,0,,,,,,,,,
300807.SZ,天迈科技,计算机,0,0,0,,0,,,,,,,,,
300808.SZ,久量股份,电子,0,0,0,,0,,,,,,,,,
300809.SZ,华辰装备,机械设备,0,0,0,,0,,,,,,,,,
300810.SZ,中科海讯,国防军工,0,0,0,,0,,,,,,,,,
300811.SZ,铂科新材,有色金属,0,0,0,,0,,,,,,,,,
300812.SZ,易天股份,机械设备,0,0,0,,0,,,,,,,,,
300813.SZ,泰林生物,机械设备,0,0,0,,0,,,,,,,,,
300814.SZ,中富电路,电子,0,0,0,,0,,,,,,,,,
300815.SZ,玉禾田,公用事业,0,0,0,,0,,,,,,,,,
300816.SZ,艾可蓝,汽车,0,0,0,,0,,,,,,,,,
300817.SZ,双飞股份,机械设备,0,0,0,,0,,,,,,,,,
300818.SZ,耐普矿机,机械设备,0,0,0,,0,,,,,,,,,
300819.SZ,聚杰微纤,纺织服装,0,0,0,,0,,,,,,,,,
300820.SZ,英杰电气,电气设备,3,0,3,"李辉,米雪",3,"13,196,087.6100",,"233,340,288.2400",286,,53.9702,56.0967,,
300821.SZ,东岳硅材,化工,0,0,0,,0,,,,,,,,,
300822.SZ,贝仕达克,电子,0,0,0,,0,,,,,,,,,
300823.SZ,建科机械,机械设备,0,0,0,,0,,,,,,,,,
300824.SZ,北鼎股份,家用电器,0,0,0,,0,,,,,,,,,
300825.SZ,阿尔特,汽车,0,0,0,,0,,,,,,,,,
300826.SZ,测绘股份,建筑装饰,0,0,0,,0,,,,,,,,,
300827.SZ,上能电气,电气设备,0,0,0,,0,,,,,,,,,
300828.SZ,锐新科技,有色金属,4,0,4,"古亮,冯毅,张金生",3,"15,846,836.9900",,"199,586,214.1000",,,22.9949,,,
300829.SZ,金丹科技,农林牧渔,0,0,0,,0,,,,,,,,,
300830.SZ,金现代,计算机,0,0,0,,0,,,,,,,,,
300831.SZ,派瑞股份,电子,0,0,0,,0,,,,,,,,,
300832.SZ,新产业,医药生物,0,0,0,,0,,,,,,,,,
300833.SZ,浩洋股份,机械设备,0,0,0,,0,,,,,,,,,
300834.SZ,星辉环材,化工,0,0,0,,0,,,,,,,,,
300835.SZ,龙磁科技,有色金属,0,0,0,,0,,,,,,,,,
300836.SZ,佰奥智能,机械设备,0,0,0,,0,,,,,,,,,
300837.SZ,浙矿股份,机械设备,0,0,0,,0,,,,,,,,,
300838.SZ,浙江力诺,机械设备,0,0,0,,0,,,,,,,,,
300839.SZ,博汇股份,化工,0,0,0,,0,,,,,,,,,
300840.SZ,酷特智能,纺织服装,0,0,0,,0,,,,,,,,,
300841.SZ,康华生物,医药生物,0,0,0,,0,,,,,,,,,
300842.SZ,帝科股份,电子,0,0,0,,0,,,,,,,,,
300843.SZ,胜蓝股份,电子,0,0,0,,0,,,,,,,,,
300844.SZ,山水比德,建筑装饰,0,0,0,,0,,,,,,,,,
300845.SZ,捷安高科,计算机,0,0,0,,0,,,,,,,,,
300846.SZ,首都在线,计算机,5,0,5,"周东波,尤嘉,史东辰",4,"3,615,111.9200",,"20,774,339.1200",46,,41.4650,75.5296,,72.9000
300847.SZ,中船汉光,化工,0,0,0,,0,,,,,,,,,
300848.SZ,美瑞新材,化工,0,0,0,,0,,,,,,,,,
300849.SZ,锦盛新材,轻工制造,0,0,0,,0,,,,,,,,,
300850.SZ,新强联,电气设备,0,0,0,,0,,,,,,,,,
300851.SZ,交大思诺,机械设备,0,0,0,,0,,,,,,,,,
300852.SZ,四会富仕,电子,0,0,0,,0,,,,,,,,,
300853.SZ,申昊科技,机械设备,0,0,0,,0,,,,,,,,,
300854.SZ,中兰环保,公用事业,0,0,0,,0,,,,,,,,,
300855.SZ,图南股份,有色金属,0,0,0,,0,,,,,,,,,
300856.SZ,科思股份,化工,0,0,0,,0,,,,,,,,,
300857.SZ,协创数据,电子,0,0,0,,0,,,,,,,,,
300858.SZ,科拓生物,食品饮料,0,0,0,,0,,,,,,,,,
300859.SZ,*ST西域,休闲服务,0,0,0,,0,,,,,,,,,
300860.SZ,锋尚文化,休闲服务,0,0,0,,0,,,,,,,,,
300861.SZ,美畅股份,机械设备,0,0,0,,0,,,,,,,,,
300862.SZ,蓝盾光电,机械设备,0,0,0,,1,,,,,,,,,
300863.SZ,卡倍亿,汽车,0,0,0,,0,,,,,,,,,
300864.SZ,南大环境,公用事业,0,0,0,,0,,,,,,,,,
300865.SZ,大宏立,机械设备,0,0,0,,0,,,,,,,,,
300866.SZ,安克创新,电子,0,0,0,,0,,,,,,,,,
300867.SZ,圣元环保,公用事业,0,0,0,,0,,,,,,,,,
300868.SZ,杰美特,电子,0,0,0,,0,,,,,,,,,
300869.SZ,康泰医学,医药生物,0,0,0,,0,,,,,,,,,
300870.SZ,欧陆通,电气设备,0,0,0,,0,,,,,,,,,
300871.SZ,回盛生物,农林牧渔,0,0,0,,0,,,,,,,,,
300872.SZ,天阳科技,计算机,0,0,0,,0,,,,,,,,,
300873.SZ,海晨股份,交通运输,0,0,0,,0,,,,,,,,,
300875.SZ,捷强装备,国防军工,0,0,0,,0,,,,,,,,,
300876.SZ,蒙泰高新,化工,0,0,0,,0,,,,,,,,,
300877.SZ,金春股份,纺织服装,0,0,0,,0,,,,,,,,,
300878.SZ,维康药业,医药生物,0,0,0,,0,,,,,,,,,
300879.SZ,大叶股份,机械设备,0,0,0,,0,,,,,,,,,
300880.SZ,迦南智能,电气设备,0,0,0,,0,,,,,,,,,
300881.SZ,盛德鑫泰,钢铁,0,0,0,,0,"14,420,300.0000",,"428,448,700.0000",,,68.4029,40.6749,,
300882.SZ,万胜智能,电气设备,0,0,0,,0,,,,,,,,,
300883.SZ,龙利得,轻工制造,0,0,0,,0,,,,,,,,,
300884.SZ,狄耐克,计算机,0,0,0,,0,,,,,,,,,
300885.SZ,海昌新材,机械设备,0,0,0,,0,,,,,,,,,
300886.SZ,华业香料,化工,0,0,0,,0,,,,,,,,,
300887.SZ,谱尼测试,综合,1,0,1,,0,"69,550,258.1400",,"114,109,612.6700",1307,,34.7409,46.8903,,
300888.SZ,稳健医疗,纺织服装,0,0,0,,0,,,,,,,,,
300889.SZ,爱克股份,电子,0,0,0,,0,,,,,,,,,
300890.SZ,翔丰华,化工,0,0,0,,0,,,,,,,,,
300891.SZ,惠云钛业,化工,0,0,0,,0,,,,,,,,,
300892.SZ,品渥食品,食品饮料,0,0,0,,0,,,,,,,,,
300893.SZ,松原股份,汽车,0,0,0,,0,,,,,,,,,
300894.SZ,火星人,家用电器,0,0,0,,0,,,,,,,,,
300895.SZ,铜牛信息,计算机,3,0,3,,5,,,,,,,,,
300896.SZ,爱美客,医药生物,0,0,0,,0,,,,,,,,,
300897.SZ,山科智能,机械设备,0,0,0,,0,,,,,,,,,
300898.SZ,熊猫乳品,食品饮料,0,0,0,,0,,,,,,,,,
300899.SZ,上海凯鑫,公用事业,0,0,0,,0,,,,,,,,,
300900.SZ,广联航空,国防军工,0,0,0,,0,,,,,,,,,
300901.SZ,中胤时尚,纺织服装,0,0,0,,0,,,,,,,,,
300902.SZ,国安达,机械设备,0,0,0,,0,,,,,,,,,
300903.SZ,科翔股份,电子,0,0,0,,0,,,,,,,,,
300905.SZ,宝丽迪,化工,0,0,0,,0,,,,,,,,,
300906.SZ,日月明,机械设备,0,0,0,,0,,,,,,,,,
300907.SZ,康平科技,电气设备,0,0,0,,0,,,,,,,,,
300908.SZ,仲景食品,食品饮料,0,0,0,,0,,,,,,,,,
300909.SZ,汇创达,电子,0,0,0,,0,,,,,,,,,
300910.SZ,瑞丰新材,化工,0,0,0,,0,,,,,,,,,
300911.SZ,亿田智能,家用电器,0,0,0,,0,,,,,,,,,
300912.SZ,凯龙高科,汽车,0,0,0,,0,,,,,,,,,
300913.SZ,兆龙互连,通信,0,0,0,,0,,,,,,,,,
300915.SZ,海融科技,食品饮料,0,0,0,,0,,,,,,,,,
300916.SZ,朗特智能,电子,0,0,0,,0,,,,,,,,,
300917.SZ,特发服务,房地产,0,0,0,,0,,,,,,,,,
300918.SZ,南山智尚,纺织服装,0,0,0,,0,,,,,,,,,
300919.SZ,中伟股份,化工,0,0,0,,0,,,,,,,,,
300920.SZ,润阳科技,化工,0,0,0,,0,,,,,,,,,
300921.SZ,南凌科技,通信,0,0,0,,0,,,,,,,,,
300922.SZ,天秦装备,国防军工,0,0,0,,0,,,,,,,,,
300923.SZ,研奥股份,机械设备,0,0,0,,0,,,,,,,,,
300925.SZ,法本信息,计算机,0,0,0,,0,,,,,,,,,
300926.SZ,博俊科技,汽车,0,0,0,,0,,,,,,,,,
300927.SZ,江天化学,化工,0,0,0,,0,,,,,,,,,
300928.SZ,华安鑫创,汽车,0,0,0,,0,,,,,,,,,
300929.SZ,华骐环保,公用事业,0,0,0,,1,,,,,,,,,
300930.SZ,屹通新材,有色金属,0,0,0,,0,,,,,,,,,
300931.SZ,通用电梯,机械设备,0,0,0,,0,,,,,,,,,
300932.SZ,三友联众,电气设备,0,0,0,,0,,,,,,,,,
300933.SZ,中辰股份,电气设备,0,0,0,,0,,,,,,,,,
300935.SZ,盈建科,计算机,0,0,0,,0,,,,,,,,,
300936.SZ,中英科技,电子,0,0,0,,0,,,,,,,,,
300937.SZ,药易购,医药生物,0,0,0,,0,,,,,,,,,
300938.SZ,信测标准,综合,0,0,0,,0,,,,,,,,,
300939.SZ,秋田微,电子,0,0,0,,0,,,,,,,,,
300940.SZ,南极光,电子,0,0,0,,0,,,,,,,,,
300941.SZ,创识科技,计算机,0,0,0,,0,,,,,,,,,
300942.SZ,易瑞生物,综合,0,0,0,,0,,,,,,,,,
300943.SZ,春晖智控,机械设备,0,0,0,,2,"25,913,712.3900",,"406,931,507.0700",,,80.2089,,,
300945.SZ,曼卡龙,轻工制造,0,0,0,,0,,,,,,,,,
300946.SZ,恒而达,机械设备,0,0,0,,0,,,,,,,,,
300947.SZ,德必集团,商业贸易,0,0,0,,0,,,,,,,,,
300948.SZ,冠中生态,建筑装饰,0,0,0,,0,,,,,,,,,
300949.SZ,奥雅设计,建筑装饰,0,0,0,,0,,,,,,,,,
300950.SZ,德固特,机械设备,0,0,0,,0,,,,,,,,,
300951.SZ,博硕科技,电子,0,0,0,,0,,,,,,,,,
300952.SZ,恒辉安防,纺织服装,0,0,0,,0,,,,,,,,,
300953.SZ,震裕科技,机械设备,0,0,0,,0,,,,,,,,,
300955.SZ,嘉亨家化,轻工制造,0,0,0,,0,,,,,,,,,
300956.SZ,英力股份,电子,0,0,0,,0,,,,,,,,,
300957.SZ,贝泰妮,化工,0,0,0,,0,,,,,,,,,
300958.SZ,建工修复,公用事业,0,0,0,,2,,,,,,,,,
300959.SZ,线上线下,通信,0,0,0,,0,,,,,,,,,
300960.SZ,通业科技,机械设备,0,0,0,,0,,,,,,,,,
300961.SZ,深水海纳,公用事业,0,0,0,,0,,,"47,875,400.0000",,,,,,
300962.SZ,中金辐照,综合,0,0,0,,0,,,"360,635,900.0000",,,,14.3830,,100.0000
300963.SZ,中洲特材,有色金属,0,0,0,,0,,,,,,,,,
300964.SZ,本川智能,电子,0,0,0,,0,,,,,,,,,
300965.SZ,恒宇信通,国防军工,0,0,0,,0,,,,,,,,,
300966.SZ,共同药业,医药生物,0,0,0,,0,,,,,,,,,
300967.SZ,晓鸣股份,农林牧渔,0,0,0,,0,,,,,,,,,
300968.SZ,格林精密,电子,0,0,0,,0,,,,,,,,,
300969.SZ,恒帅股份,汽车,0,0,0,,0,,,,,,,,,
300970.SZ,华绿生物,农林牧渔,0,0,0,,0,,,,,,,,,
300971.SZ,博亚精工,机械设备,0,0,0,,0,,,,,,,,,
300972.SZ,万辰生物,农林牧渔,0,0,0,,0,,,,,,,,,
300973.SZ,立高食品,食品饮料,0,0,0,,0,,,,,,,,,
300975.SZ,商络电子,电子,0,0,0,,0,,,,,,,,,
300976.SZ,达瑞电子,电子,0,0,0,,0,,,,,,,,,
300977.SZ,深圳瑞捷,综合,0,0,0,,0,,,,,,,,,
300978.SZ,东箭科技,汽车,0,0,0,,0,,,,,,,,,
300979.SZ,华利集团,纺织服装,0,0,0,,0,,,,,,,,,
300980.SZ,祥源新材,化工,0,0,0,,0,,,,,,,,,
300981.SZ,中红医疗,医药生物,0,0,0,,0,,,,,,,,,
300982.SZ,苏文电能,建筑装饰,0,0,0,,0,,,,,,,,,
300983.SZ,尤安设计,建筑装饰,0,0,0,,0,,,,,,,,,
300984.SZ,金沃股份,机械设备,0,0,0,,0,,,,,,,,,
300985.SZ,致远新能,机械设备,0,0,0,,0,,,,,,,,,
