证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
600713.SH,南京医药,医药生物,9,3,6,"洪正贵,黄燕丽,佘平",13,"427,207,656.5000",722.1200,"8,373,919,536.5200",8328,,84.9066,8.5663,地方国有企业,21.0000
600714.SH,金瑞矿业,化工,11,4,7,"杨海宁,秦亚军,李长东,杨海凤,曹永栋",8,"54,976,256.1400",202.7700,"998,581,047.7300",676,,63.5984,25.9687,地方国有企业,44.7900
600715.SH,文投控股,传媒,7,3,4,"孙莹莹,张家伦,周学飞,杜伟,杜昊",6,"4,072,267.4700",149.9000,"201,313,577.0300",50,,91.3800,-99.6116,地方国有企业,24.8900
600716.SH,凤凰股份,房地产,8,3,5,"张淼磊,汪维宏,吴小毓",8,"7,376,711.1900",324.9600,"5,386,361,157.2500",82,,71.5405,-2.1254,地方国有企业,60.4900
600717.SH,天津港,交通运输,9,3,6,"李大康,王存杰,王健,薛正鸿,董靖臣",3,"1,375,846,376.5600",312.5800,"22,311,460,277.2400",9140,,39.1226,17.1281,地方国有企业,56.8100
600718.SH,东软集团,计算机,9,3,6,"徐庆荣,张红,涂赣峰,藏田真吾,胡爱民",11,"1,944,537,687.0000","1,010.3000","6,858,879,805.0000",17358,,33.1493,18.5221,公众企业,17.6248
600719.SH,大连热电,公用事业,9,3,6,"由向义,戴福宁,李俊修,骆艾峰,滕建国",5,"54,958,271.2800",153.8900,"1,481,752,287.6500",759,,49.4669,6.4405,地方国有企业,32.9100
600720.SH,祁连山,建筑材料,14,5,9,"魏士渊,于波,刘开禄,张海明,田力,汪进德",8,"300,408,296.0200",578.9200,"6,506,148,518.0800",5837,,56.5569,21.4936,中央国有企业,12.8100
600721.SH,*ST百花,医药生物,9,3,6,"谢萍,王道君,张欣",4,"161,531,264.6100",104.8900,"4,076,558,328.8300",3295,,74.2663,5.9454,地方国有企业,48.7800
600722.SH,金牛化工,化工,7,3,4,"张文彬,王玉江,孙式星,胡竹寅,蒋爱军",5,"97,346,118.3300",57.8300,"1,660,777,744.7900",2455,,117.2497,28.4686,地方国有企业,30.2900
600724.SH,宁波富达,房地产,7,3,4,"周杰,张棱钫,葛超美,钟启明,梅旭辉",7,"168,344,138.0500",358.0000,"18,662,627,647.2600",2822,,81.3741,108.3304,地方国有企业,76.9500
600725.SH,云维股份,采掘,9,3,6,"张来稳,宗家鹏,王光亮",7,"272,532,437.0600",168.6600,"12,619,855,226.9400",3175,,74.6374,50.9045,地方国有企业,41.7900
600726.SH,华电能源,公用事业,16,5,10,"曹晓峰,王颖秋,王洋",10,"822,404,438.9300",285.0500,"22,190,197,499.1100",13979,,82.4296,33.2319,中央国有企业,44.8000
600727.SH,鲁北化工,化工,6,2,4,"步宝和,畲洪华,张式芳",4,"35,769,260.9600",133.6000,"1,322,253,923.1700",1111,,23.0882,30.3316,地方国有企业,29.6400
600728.SH,佳都科技,计算机,9,3,6,"吴庆忠,方孜学,张利连,郭文建,李敏华",7,"40,001,827.1900",405.1000,"709,092,853.7500",320,,59.2824,58.8886,民营企业,22.9100
600729.SH,重庆百货,商业贸易,9,3,6,"刘雅丽,张饶,徐璐,秦秀平",6,"887,860,149.6000",381.5000,"8,606,900,573.9100",8934,,74.1623,19.0468,地方国有企业,45.4200
600730.SH,中国高科,综合,9,3,6,"朱立洪,余琪,陈敏华,张华庭,徐凌",6,"26,261,535.9700",300.0000,"1,701,099,048.4400",516,,45.9735,17.2599,民营企业,24.3700
600731.SH,湖南海利,化工,10,4,6,"何响英,杨慧,张福山,荣华,陶敏",10,"79,359,303.5400",203.1400,"1,282,917,918.3300",2054,,67.8975,22.6723,地方国有企业,21.4144
600732.SH,爱旭股份,电气设备,6,2,4,"江晓凌,罗炜岚,杨国庆",4,"5,066,388.0200",144.0700,"1,119,341,051.0300",42,,48.8718,-67.2757,民营企业,55.7000
600733.SH,北汽蓝谷,汽车,7,3,4,"谭娅影,周松涛,王建明",4,"12,421,246.0700",56.9000,"786,331,622.0000",123,,61.8717,-9.2911,地方国有企业,41.1300
600734.SH,*ST实达,通信,9,3,6,"张建,邓保红,陈美玲",6,"96,855,984.5300",430.2900,"1,930,352,726.5400",1556,,78.0774,7.5423,外资企业,20.4600
600735.SH,新华锦,轻工制造,6,2,4,"徐涛,张琳,钟蔚",5,"54,465,399.5400",41.8200,"764,257,101.1700",1405,,68.6313,-34.4311,民营企业,46.0900
600736.SH,苏州高新,房地产,9,3,6,"孙平,吴友明,沈明康",7,"117,591,056.8100",436.1000,"13,888,615,636.1100",1062,,74.6887,55.4110,地方国有企业,40.5700
600737.SH,中粮糖业,农林牧渔,9,5,4,"侯文荣,王慧军,岳红,魏克俭,廖鹏",8,"384,432,289.9800",511.5000,"7,975,851,430.5200",6545,,66.1556,1.9829,中央国有企业,59.6000
600738.SH,丽尚国潮,商业贸易,9,3,6,"刘瑱,王虹宇,张萍,李永平,赵敏喜",5,"33,344,297.3600",322.8000,"942,705,391.3700",1112,,60.8776,26.1867,民营企业,24.5100
600739.SH,辽宁成大,医药生物,7,3,4,"罗启库,何宇霆,许雨平",10,"298,502,578.3800","1,061.0000","10,234,705,888.1500",119,,21.1567,30.5017,地方国有企业,12.4500
600740.SH,山西焦化,采掘,9,3,6,"郭宝生,马万进,孔晓宝,宁春泉,王茂,田世鑫,樊大宏",8,"194,538,464.6800",146.5600,"7,031,826,086.9600",7955,,82.6626,121.1330,地方国有企业,19.2400
600741.SH,华域汽车,汽车,9,3,6,"杨静怡,朱根林,蒋东跃",5,"2,298,980,649.5100",271.0000,"35,868,481,531.5400",7892,,46.0329,78.6238,地方国有企业,60.1000
600742.SH,一汽富维,汽车,10,4,6,"郎瑞兰,冯玉玺,陈殿甲",4,"292,419,990.4400",248.0000,"3,580,869,808.3200",6225,,29.0760,73.4002,中央国有企业,20.1400
600743.SH,华远地产,房地产,9,3,6,"杨治昌,张馥香,刘丽云,赵立文,刘香",8,"90,495,330.3300","2,365.9500","9,658,763,997.7400",174,,77.5539,53.3824,地方国有企业,46.0690
600744.SH,华银电力,公用事业,11,4,7,"王正桃,石峰,钟伍叁,王静远,刘建新,廖金华,彭朝晖",6,"379,100,021.6500",329.5000,"14,494,267,966.5800",5124,,87.5133,35.7040,中央国有企业,33.3400
600745.SH,闻泰科技,电子,5,2,3,"茅树捷,张金成,陈建",4,"19,242,648.8200",153.0000,"3,358,304,058.5200",239,,82.2086,-5.5029,民营企业,73.5600
600746.SH,江苏索普,化工,7,3,4,"祝挹,金正玉,郝晓峰",4,"54,733,525.8700",74.2600,"750,509,298.0200",1007,,43.3069,8.6000,地方国有企业,57.9700
600748.SH,上实发展,房地产,7,3,4,"盛志豪,王利华,吕清远,陈传麟,朱万毅",5,"218,985,425.8700",340.1000,"16,862,280,268.0700",64,,82.1130,47.9686,地方国有企业,63.6500
600749.SH,西藏旅游,休闲服务,9,3,6,"谢航,白玛玉珍,单绍和",7,"22,445,435.0700",92.7000,"610,527,769.3700",531,,48.4437,27.4487,民营企业,18.0100
600750.SH,江中药业,医药生物,11,4,7,"刘立新,倪小兰,刘协斌",6,"178,789,418.2100",498.1300,"2,506,018,377.3000",3699,,29.0072,35.6388,地方国有企业,41.4900
600751.SH,海航科技,电子,9,4,5,"贾莹,文江,张建新",7,"46,462,651.0900",191.3100,"753,734,818.5600",621,,153.6043,7.7067,地方国有企业,29.9800
600753.SH,东方银星,商业贸易,9,3,6,"周绍荣,刘应洪,石冬辉",5,"719,845.8400",63.0000,"234,224,910.3700",36,,43.9361,"2,617.9846",民营企业,22.1100
600754.SH,锦江酒店,休闲服务,15,5,10,"王志成,王行泽,戴春年,黎敏幼,康鸣,周怡",7,"469,227,524.1300",362.3000,"5,536,294,036.0700",8552,,21.2951,11.9176,地方国有企业,50.3200
600755.SH,厦门国贸,商业贸易,9,3,6,"高成勇,叶志成,张洁民",10,"346,987,777.6400",865.5000,"20,339,971,239.7200",2228,,76.6644,68.5989,地方国有企业,30.2800
600756.SH,浪潮软件,计算机,6,2,4,"李伟,许国彬,王春生",5,"45,389,047.8000",101.4900,"1,051,362,464.4400",812,,29.4236,18.2963,地方国有企业,22.2000
600757.SH,长江传媒,传媒,9,3,6,"司立军,洪祖威,顾鼎明,余国明,周岐峥",5,"216,369,331.7000",154.8000,"93,421,871.3000",14,,100.0000,15.2024,中央国有企业,34.4300
600758.SH,辽宁能源,采掘,9,3,6,"张颖,郑长轩,周龙河",5,"27,184,198.1500",123.9200,"597,878,994.2100",415,,51.6434,10.7482,地方国有企业,43.8600
600759.SH,洲际油气,采掘,5,2,3,"黄杰,陈祥兴,陈宇廉",7,"14,883,123.9700",306.1000,"3,508,516,413.3900",310,,43.9259,270.4549,外资企业,75.9200
600760.SH,中航沈飞,国防军工,9,3,6,"林玉峰,刘国娣,张福浩,林红兵,何建新",10,"148,694,905.6800",88.7400,"3,220,542,652.2200",2147,,62.4788,96.1201,中央国有企业,15.9700
600761.SH,安徽合力,机械设备,9,3,6,"范群英,刘成求,李继香,王长钰,阚农生",7,"387,872,240.3600",242.2200,"3,947,335,829.4200",5480,,34.2583,63.4287,地方国有企业,37.2500
600763.SH,通策医疗,医药生物,5,3,2,"赵敏,郎国跃,王维倩",4,"95,259,691.0700",258.9000,"302,246,101.1900",1015,,12.7754,28.1863,外资企业,33.7500
600764.SH,中国海防,国防军工,5,2,3,"张焱,盛江,张炜华",5,"60,245,805.5500",319.5200,"1,566,777,887.0400",595,,57.5402,-9.5046,中央国有企业,54.4600
600765.SH,中航重机,国防军工,11,4,7,"朱建设,曹怀根,黄云",8,"579,246,911.4100",91.3300,"7,892,335,701.1000",6525,,56.9205,46.5052,中央国有企业,29.4800
600766.SH,*ST园城,有色金属,7,3,4,"徐成义,姜建勋,吕桂华,王曙光,杨乐斌",5,"2,801,519.5400",40.8300,"443,013,179.8200",128,,107.5288,46.8614,民营企业,29.7900
600767.SH,运盛医疗,医药生物,9,3,6,"周罗曼,周春鑫,钱敏华",8,"18,933,618.2800",456.0000,"748,498,313.4700",90,,51.7951,-19.5660,民营企业,26.0000
600768.SH,宁波富邦,有色金属,9,3,6,"葛国平,韩树成,沈岳定",4,"31,128,355.7600",102.7800,"607,247,057.8000",692,,76.2350,65.0477,民营企业,34.3100
600769.SH,祥龙电业,建筑装饰,15,5,10,"董耀军,万新华,左汉琼,李凤,毛年华,李沙,肖文金",7,"96,504,927.3000",107.8000,"1,216,644,283.6600",3181,,62.3180,36.7754,地方国有企业,20.0000
600770.SH,综艺股份,综合,7,3,4,"韩晔,昝圣华,黄天鸿",6,"53,495,661.1000",133.4500,"4,879,005,784.8100",1576,,31.8404,76.3514,民营企业,31.3800
600771.SH,广誉远,医药生物,9,3,6,"王定珠,张正治,张懿",7,"60,315,466.0500",310.4200,"1,203,263,357.1000",2270,,169.5600,-10.7980,民营企业,22.1700
600773.SH,西藏城投,房地产,8,4,4,"吴素芬,王列新,沈文",5,"10,083,509.2500",241.3500,"8,874,964,394.1100",58,,89.4726,96.7820,地方国有企业,60.2500
600774.SH,汉商集团,商业贸易,9,3,6,"荆汝辉,杨汉生,吴建华",8,"72,739,391.3000",88.4000,"1,588,325,968.1500",1898,,63.7665,18.3944,地方国有企业,26.5900
600775.SH,南京熊猫,通信,9,3,6,"张政平,唐敏,周玉新",4,"208,109,379.1000",260.8000,"2,561,842,569.5600",3147,,42.1230,30.3618,中央国有企业,51.1000
600776.SH,东方通信,通信,8,3,5,"朱德刚,郁旭东,徐晓晖",8,"350,112,251.5800",537.9000,"3,301,587,942.0800",2535,,19.3730,-26.0648,中央国有企业,48.5019
600777.SH,新潮能源,采掘,10,4,6,"孙本樵,迟永强,戚剑武,刘剑波,杨镝",7,"79,441,653.2100",460.3000,"4,620,600,963.3700",1854,,57.4630,10.7214,民营企业,20.9000
600778.SH,友好集团,商业贸易,9,4,5,"姜胜,袁宏宾,周芳,胡才忠,范宝祥,张桅,肖功云",9,"209,970,748.7500",480.9300,"2,877,768,614.5200",2386,,61.0476,45.8232,地方国有企业,17.7000
600779.SH,水井坊,食品饮料,8,3,5,"朱国英,王刚,王成兵,陆莉",17,"116,806,510.6000",711.5500,"2,141,937,658.0900",1133,,31.7265,8.6446,民营企业,39.7100
600780.SH,通宝能源,公用事业,7,4,3,"韩虎兵,薛涛,宋晓伟,董雄伟,李峰",6,"142,392,253.9800",101.6300,"2,418,991,541.7800",1464,,30.4055,11.0443,地方国有企业,48.3800
600781.SH,ST辅仁,医药生物,11,4,7,"简再发,任文柱,朱成功",5,"32,268,453.1300",94.6000,"630,502,315.9400",1301,,56.2915,13.5744,民营企业,39.6100
600782.SH,新钢股份,钢铁,11,4,7,"吴明,罗跃忠,谢美芬,沈爱成,董琪",7,"1,206,258,832.2100",210.8400,"26,756,746,658.8600",28062,,67.9633,61.2003,地方国有企业,77.0200
600783.SH,鲁信创投,非银金融,9,3,6,"杨公民,刘梅,黄群,王庆民,王大莉",7,"60,523,461.1700",232.0100,"3,118,764,643.5900",856,,29.2064,25.1430,地方国有企业,73.0300
600784.SH,鲁银投资,综合,12,4,8,"于乐川,梁婧,荆延芳",7,"139,633,161.7900",303.8000,"2,107,379,933.9600",2699,,69.7475,20.2123,地方国有企业,14.5200
600785.SH,新华百货,商业贸易,9,3,6,"丁爱兵,马卫红,刘迎庆,侯随宁,苏红霞",6,"145,997,163.4200",359.9000,"2,249,037,478.0000",3715,,52.0660,23.1639,民营企业,29.2700
600787.SH,中储股份,交通运输,9,4,5,"陈立华,马宏伟,姜超峰",8,"435,474,059.5400",348.4000,"9,360,221,030.1700",5466,,55.9839,31.0170,中央国有企业,44.7500
600789.SH,鲁抗医药,医药生物,10,4,6,"李利,颜骏廷,尚艳秋,赵伟,崔晓辉",9,"252,939,176.2000",179.3400,"3,025,123,083.6500",5637,,44.5759,10.6305,地方国有企业,24.5900
600790.SH,轻纺城,商业贸易,9,3,6,"张伟强,虞建妙,马晓峰",5,"27,676,208.7500",146.8500,"4,114,650,869.0800",628,,68.4973,18.5982,地方国有企业,15.6400
600791.SH,京能置业,房地产,7,3,4,"徐小萍,赵锐,方秀君",9,"27,838,707.3900",265.1900,"4,916,136,588.4600",104,,75.8447,459.3197,地方国有企业,45.2600
600792.SH,云煤能源,采掘,9,3,6,"张军,李杰,许岗,赵浤先,李发光",5,"95,964,536.6800",111.7100,"904,943,937.4400",2230,,139.8553,-6.3628,地方国有企业,52.5100
600793.SH,宜宾纸业,轻工制造,9,3,6,"陈庆洪,周晓川,陈世贵,汪涛,王玉均",8,"46,965,687.4500",94.1800,"712,973,647.7300",1975,,97.9368,32.5139,地方国有企业,37.7700
600794.SH,保税科技,交通运输,9,3,6,"李金伟,戴雅娟,陈惠,吴晓君,王奔",6,"17,473,368.0800",252.2500,"1,030,004,296.0300",18,,62.2541,222.6825,地方国有企业,29.8700
600795.SH,国电电力,公用事业,9,3,6,"高嵩,张成杰,郭培章,蒋兰英,吴强",8,"2,442,603,590.6200",542.0200,"150,151,270,310.5700",26805,,75.6643,19.9820,中央国有企业,51.7200
600796.SH,钱江生化,医药生物,9,3,6,"范克森,徐海英,顾建中,宋将林,司文",8,"43,395,568.2300",288.2000,"1,088,650,264.9900",728,,43.6485,20.9541,地方国有企业,33.3000
600797.SH,浙大网新,计算机,11,4,7,"李晖,谢飞,吴晓农",11,"360,834,636.5300",343.7200,"4,430,804,587.7400",4630,,60.7430,14.2913,其他企业,16.6300
600798.SH,宁波海运,交通运输,11,4,7,"朱清明,徐海良,黄为群,魏樟明,施燕琴",6,"105,646,545.7000",370.4900,"6,926,548,836.0000",667,,64.2767,37.1938,地方国有企业,41.9100
600800.SH,渤海化学,计算机,8,3,5,"王俊跃,李梅,赵津,邓毅,高勇峰",9,"70,443,841.8700",124.1000,"1,016,882,444.2700",1058,,88.8028,20.2721,地方国有企业,29.5800
600801.SH,华新水泥,建筑材料,9,3,6,"刘云霞,周家明,王国杰,胡利民,杨宏兵",8,"467,532,937.0000","1,056.4000","17,812,222,066.0000",11034,,68.2906,22.6328,外资企业,39.8800
600802.SH,福建水泥,建筑材料,9,3,6,"蔡宣能,潘其星,曹元,郑亨荣,杜卫东,谢先文,兰兴发,顾蓓莉",6,"106,631,415.6000",117.9700,"3,363,568,721.6500",2083,,66.7977,18.0167,地方国有企业,28.7800
600803.SH,新奥股份,公用事业,7,3,4,"张国辉,杨军强,许贺文",8,"88,047,491.2700",256.6700,"847,383,418.3700",2379,,57.9533,6.4025,民营企业,30.1100
600804.SH,鹏博士,通信,9,3,6,"韩露,彭建华,高飞",7,"115,271,211.7700",380.4900,"4,312,008,599.3300",2197,,17.9841,8.4043,民营企业,6.6900
600805.SH,悦达投资,综合,12,4,8,"陈春华,周崇华,刘亚,唐如军,陆向洋",5,"197,518,581.4500",250.0000,"8,670,455,614.0400",4054,,67.9329,39.0644,地方国有企业,23.1400
600807.SH,济南高新,房地产,9,3,6,"聂林,安郁厚,孙绍群,刘连军,樊以军",10,"27,822,699.2400",280.1900,"1,814,777,601.6100",277,,76.3334,759.4195,民营企业,32.7900
600808.SH,马钢股份,钢铁,9,4,5,"程绍秀,安群,刘先礼,张晓峰,方金荣",7,"3,968,017,755.0000",692.7000,"70,104,925,186.0000",41538,,60.0616,25.3011,地方国有企业,50.4700
600809.SH,山西汾酒,食品饮料,10,4,6,"刘彩霞,党清平,高润珍",7,"387,818,004.1100",204.0300,"3,455,810,874.2800",4811,,40.4014,40.7368,地方国有企业,69.9700
600810.SH,神马股份,化工,8,2,6,"王玉,张健,许国红,余清海,王启山",7,"460,217,491.5300",233.0900,"7,638,957,886.0500",6242,,64.2804,102.0473,地方国有企业,52.9466
600811.SH,东方集团,综合,7,4,3,"刘艳梅,吕廷福,白美洁",7,"182,258,143.5600",331.6000,"11,664,619,791.0900",3424,,51.1231,118.5111,民营企业,27.9800
600812.SH,华北制药,医药生物,11,5,6,"于春华,姚云鹏,王卫祖,申春辉,庄明峰",7,"917,056,561.6900",432.4700,"9,120,361,278.1600",15616,,87.0433,107.9821,地方国有企业,27.8800
600814.SH,杭州解百,商业贸易,9,3,6,"张慧玲,叶芙蕾,赵胜,王隆,关小庆",6,"87,792,379.9200",505.4100,"1,298,566,874.9700",946,,49.9529,16.1201,地方国有企业,29.2400
600815.SH,厦工股份,机械设备,9,3,6,"许金星,苏东晖,刘艺虹",8,"316,324,988.4700",497.9200,"8,065,996,563.6400",3737,,59.9497,94.3318,地方国有企业,44.8400
600816.SH,ST安信,非银金融,5,2,3,"周丽,陈兵,马惠莉",3,"53,099,544.0500",569.6300,"688,600,585.9000",61,,47.6499,83.3926,集体企业,32.9600
600817.SH,宇通重工,综合,9,3,6,"闫莹,郑鑫,刘建春",5,"4,071,556.0200",106.0200,"104,218,463.6500",25,,"1,893.9841",19.5422,民营企业,26.0900
600818.SH,中路股份,综合,5,2,3,"顾觉新,刘应勇,吴忠东",7,"60,752,613.6200",80.7000,"743,111,967.5200",1350,,50.3801,3.5782,民营企业,40.7100
600819.SH,耀皮玻璃,建筑材料,9,4,5,"陈杨,徐宏,潘翔云,罗自强",7,"334,835,032.2400",486.8300,"6,473,467,440.4800",2363,,62.3202,24.1280,地方国有企业,19.4100
600820.SH,隧道股份,建筑装饰,11,4,7,"周凤学,朱晨红,胥传阳,陆雅娟,储伟平",13,"845,154,940.0900",634.4400,"20,114,704,728.5400",5915,,77.8225,0.5981,地方国有企业,36.8500
600821.SH,金开新能,商业贸易,9,3,6,"刘瑞萍,沙振鸣,张建玲,姜虹,陈贵祥",8,"43,978,842.5400",182.4400,"1,490,952,662.6900",958,,62.6897,12.9788,地方国有企业,11.6000
600822.SH,上海物贸,商业贸易,9,3,6,"孟杨,吴继康,吕勇",8,"168,470,862.6500",379.4900,"8,151,235,840.6000",1519,,79.3549,26.5365,地方国有企业,48.1000
600823.SH,世茂股份,房地产,9,4,5,"马中,王蕤,汤沸,金秀芸,许广怡",8,"108,911,669.3800",684.4700,"25,945,601,050.5300",1976,,60.7632,330.5069,外资企业,47.6700
600824.SH,益民集团,纺织服装,9,4,5,"陆晓光,许国平,吕清逸,康今,谈健燕",7,"196,107,044.6700",360.1900,"2,096,327,815.8900",1215,,35.2361,28.6498,地方国有企业,39.0400
600825.SH,新华传媒,传媒,9,3,6,"郎宝萍,李丽,耿莉萍,哈九如",6,"265,902,330.2300",268.9900,"4,869,742,023.8900",2616,,53.3022,1.3165,地方国有企业,30.5800
600826.SH,兰生股份,商业贸易,9,3,6,"凌晨,戴继雄,蔡期立,陈晞,陈怀青",6,"38,587,875.1700",184.0000,"2,560,178,195.6800",216,,24.9202,-4.5324,地方国有企业,52.1700
600827.SH,百联股份,商业贸易,9,3,6,"金婷,张子民,道书荣",4,"2,019,593,866.3000",398.3000,"21,285,052,189.8600",13334,,76.0980,6.3916,地方国有企业,20.9500
600828.SH,茂业商业,商业贸易,8,3,5,"宿兰芳,吴邦珍,卢小娟",9,"55,139,986.2700",386.4000,"1,611,544,900.4600",1686,,61.2365,-0.6718,外资企业,66.7800
600829.SH,人民同泰,医药生物,9,3,6,"孟晓东,聂海心,程鹏远",5,"298,402,071.3200",261.1000,"3,321,025,022.3300",3337,,47.6451,13.9045,地方国有企业,44.8200
600830.SH,香溢融通,非银金融,9,3,6,"程兴华,孙建华,曹丽萍,包展伟,刘正线",8,"56,044,869.9900",840.4600,"2,051,478,647.0000",314,,24.4842,33.3411,中央国有企业,11.4800
600831.SH,广电网络,传媒,8,4,4,"韩棚格,李强,李文",7,"304,363,576.5200",301.8500,"3,175,808,115.5700",4853,,58.3824,28.6578,地方国有企业,36.0700
600833.SH,第一医药,医药生物,9,3,6,"徐岚,李黎,刘莉平",6,"91,672,647.7800",99.6000,"788,178,973.8700",1249,,44.6978,10.6566,地方国有企业,23.3900
600834.SH,申通地铁,交通运输,9,3,6,"徐宪明,史军,温泉",4,"3,672,735.6700",93.9500,"1,778,552,645.4600",17,,38.3503,-0.7520,地方国有企业,58.4320
600835.SH,上海机电,机械设备,11,4,7,"姜安成,俞银贵,袁弥芳,芮鹤建,郑锦荣",5,"757,202,675.9000",296.0000,"15,187,648,312.9100",4668,,51.3132,20.6963,地方国有企业,47.2800
600836.SH,上海易连,轻工制造,9,3,6,"马凤英,沈春,陶振扬",8,"126,437,264.7500",336.5500,"2,598,269,175.5700",2296,,79.6147,-6.7638,民营企业,26.2100
600837.SH,海通证券,非银金融,19,7,12,"吴芝麟,张磊,奈学刚,赵维强,仇夏萍,董小春,许奇,邢建华,金燕萍,杨庆忠,王益民",10,"2,569,404,707.5800","2,150.0000","115,413,097,453.0100",8846,,60.4752,-1.7307,地方国有企业,6.7500
600838.SH,上海九百,商业贸易,9,3,6,"徐金龙,乔魏,吴岩",7,"50,835,870.0200",207.2900,"989,291,560.7200",331,,40.1436,-15.1866,地方国有企业,19.5900
600839.SH,四川长虹,家用电器,11,6,5,"吴晓刚,袁兵,费敏英,蒲守长,阳丹",10,"2,566,388,782.3400",457.7400,"44,555,943,761.2600",57196,,67.2126,32.5952,地方国有企业,29.8300
600841.SH,动力新科,机械设备,9,3,6,"朱宪,周郎辉,施一蒙",6,"391,664,508.6600",219.6000,"4,046,865,484.9600",3013,,49.2912,43.0445,地方国有企业,50.3237
