,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
1086,300095,华伍股份,机械设备,9.0,3.0,6.0,"彭昕,吴忠炜,杨炜陵",9.0,"32,749,811.1000",90.6600,"861,889,650.8700",809.0,,23.2144,-13.5933,民营企业,32.73,300095,2010-12-31,N,300095,2010-12-31,1,4
1087,300096,易联众,计算机,5.0,2.0,3.0,"吴伟,陈星,雷锐生",6.0,"33,466,549.5400",148.4400,"605,567,813.1300",738.0,,11.8894,23.2629,民营企业,35.63,300096,2010-12-31,N,300096,2010-12-31,1,0
1088,300097,智云股份,机械设备,7.0,3.0,4.0,"张绍辉,王树本,王德平",7.0,"19,327,044.0500",193.7600,"475,581,771.5800",385.0,,16.8442,22.4684,民营企业,54.09,300097,2010-12-31,Y,300097,2010-12-31,1,0
1089,300098,高新兴,通信,7.0,4.0,3.0,"王敏,丘春森,张荣祥",4.0,"43,050,348.7100",191.7900,"910,997,865.3200",566.0,,11.0311,-9.5080,民营企业,53.26,300098,2010-12-31,Y,300098,2010-12-31,1,0
1090,300099,精准信息,机械设备,7.0,3.0,4.0,"王静,卜照坤,王洪秋",6.0,"11,346,046.5200",128.4800,"675,586,128.7800",404.0,,2.7795,31.0671,民营企业,39.16,300099,2010-12-31,Y,300099,2010-12-31,1,0
1091,300100,双林股份,汽车,9.0,3.0,6.0,"蔡行海,刘文科,蒋林仙",4.0,"92,902,341.8500",117.2500,"1,170,123,581.2200",2521.0,,29.7329,42.7791,民营企业,57.75,300100,2010-12-31,N,300100,2010-12-31,1,5
1092,300101,振芯科技,国防军工,9.0,3.0,6.0,"王心国,张治,胡彪",5.0,"31,100,819.6700",253.3000,"817,336,413.2300",421.0,,7.5607,14.1586,民营企业,38.33,300101,2010-12-31,N,300101,2010-12-31,1,4
1093,300102,乾照光电,电子,9.0,3.0,6.0,"姚安民,牛兴盛,王花枝",5.0,"19,176,592.3900",323.5100,"1,714,250,174.3400",532.0,,4.8058,54.3893,民营企业,16.97,300102,2010-12-31,N,300102,2010-12-31,1,2
1094,300103,达刚控股,机械设备,9.0,3.0,6.0,"杨亚平,皇甫建红,黄琨",5.0,"11,886,420.2800",112.2800,"672,235,588.1100",256.0,,4.6264,14.6251,民营企业,35.13,300103,2010-12-31,Y,300103,2010-12-31,1,2
1095,300105,龙源技术,电气设备,13.0,5.0,8.0,"张紫娟,沈爱国,宋浩",9.0,"79,260,243.4600",731.0900,"1,723,435,469.7700",545.0,,12.9865,12.0176,中央国有企业,23.25,300105,2010-12-31,N,300105,2010-12-31,1,7
1096,300106,西部牧业,农林牧渔,9.0,3.0,6.0,"王跃峰,汤澄,吴文军",8.0,"13,194,414.2700",82.1000,"736,283,778.7600",421.0,,27.7445,10.2543,地方国有企业,44.32,300106,2010-12-31,N,300106,2010-12-31,1,5
1097,300107,建新股份,化工,9.0,3.0,6.0,"侯菊英,牛大华,孙维政",6.0,"18,406,129.4500",101.5000,"812,235,684.4200",492.0,,1.9471,30.1427,民营企业,40.36,300107,2010-12-31,N,300107,2010-12-31,1,0
1098,300108,吉药控股,医药生物,7.0,3.0,4.0,"尹远新,单聪,田玉生",8.0,"8,963,610.5400",85.3200,"344,243,568.0300",330.0,,1.2553,43.3783,民营企业,36.79,300108,2010-12-31,Y,300108,2010-12-31,1,2
1099,300109,新开源,化工,7.0,3.0,4.0,"阎重朝,王文霞,刘艳琴",8.0,"10,124,656.8400",110.0200,"357,811,636.9300",275.0,,6.8748,25.5418,民营企业,19.94,300109,2010-12-31,N,300109,2010-12-31,1,1
1100,300110,华仁药业,医药生物,11.0,4.0,7.0,"孙念波,周向阳,王波",7.0,"49,277,960.0200",330.0000,"1,151,743,326.7200",1241.0,,4.1325,17.2440,民营企业,53.03,300110,2010-12-31,N,300110,2010-12-31,1,7
1101,300111,向日葵,电气设备,9.0,3.0,6.0,"周其林,平伟江,冯秋生,吴才苗,黄伟江,吴君华,陈国其",9.0,"42,053,961.0100",108.6900,"2,811,236,915.3200",1268.0,,40.9937,129.0239,民营企业,40.98,300111,2010-12-31,N,300111,2010-12-31,1,9
1102,300112,万讯自控,机械设备,7.0,3.0,4.0,"孟祥历,郑维强,袁菲",5.0,"29,539,625.4600",283.1800,"443,645,731.6900",408.0,,6.5258,20.5482,民营企业,22.89,300112,2010-12-31,Y,300112,2010-12-31,1,0
1103,300113,顺网科技,传媒,9.0,3.0,6.0,"戚亚红,王锦铭,林景莉",7.0,"38,817,862.9800",277.1000,"717,197,955.7800",521.0,,3.2521,68.1811,民营企业,45.2,300113,2010-12-31,N,300113,2010-12-31,1,0
1104,300114,中航电测,机械设备,11.0,4.0,7.0,"翟柱社,陈栋梁,刘文峰",8.0,"70,586,101.7600",222.4600,"802,693,791.2000",1763.0,,13.5185,15.6730,中央国有企业,61.48,300114,2010-12-31,N,300114,2010-12-31,1,4
1105,300115,长盈精密,电子,5.0,2.0,3.0,"文乐平,占敏,陈杭",9.0,"113,799,512.6300",215.8700,"1,342,622,027.0000",3020.0,,9.6397,72.5947,民营企业,51.61,300115,2010-12-31,Y,300115,2010-12-31,1,2
1106,300116,保力新,电气设备,9.0,3.0,6.0,"过振奇,王保社,苟荣涛",6.0,"13,091,164.6600",166.8200,"516,912,205.6000",280.0,,7.9181,12.0502,民营企业,40.78,300116,2010-12-31,N,300116,2010-12-31,1,0
1107,300117,嘉寓股份,建筑材料,7.0,3.0,4.0,"薛莹,王金秀,徐曙光",7.0,"50,822,316.9800",181.5400,"1,744,407,877.4500",1397.0,,36.4328,13.2204,民营企业,38.39,300117,2010-12-31,Y,300117,2010-12-31,1,1
1108,300118,东方日升,电气设备,9.0,3.0,6.0,"毛强,陈漫,曾学仁,王宗军,陈耀民",7.0,"54,323,980.3400",339.9500,"3,208,314,675.9300",1932.0,,22.5998,182.1301,民营企业,42.9,300118,2010-12-31,Y,300118,2010-12-31,1,4
1109,300119,瑞普生物,农林牧渔,9.0,3.0,6.0,"苏雅拉达来,张丽华,付旭彬",5.0,"35,150,152.1800",120.6900,"1,622,422,479.1400",1357.0,,12.0595,21.1187,民营企业,43.18,300119,2010-12-31,Y,300119,2010-12-31,1,1
1110,300120,经纬辉开,电子,9.0,3.0,6.0,"张海霞,聂有理,仝凤广",5.0,"9,385,759.8500",92.9700,"645,505,781.5500",90.0,,11.4464,18.8814,民营企业,19.4,300120,2010-12-31,Y,300120,2010-12-31,1,2
1111,300121,阳谷华泰,化工,7.0,3.0,4.0,"穆为燕,柳章银,王兴军",6.0,"16,247,160.6800",115.8800,"498,256,787.5500",618.0,,15.6541,30.4515,民营企业,51.25,300121,2010-12-31,N,300121,2010-12-31,1,0
1112,300122,智飞生物,医药生物,9.0,3.0,6.0,"张静,宋靖蔚,刘琳",5.0,"44,604,372.1500",204.0500,"2,209,266,881.4500",647.0,,3.0592,22.0622,民营企业,55.8,300122,2010-12-31,Y,300122,2010-12-31,1,0
1113,300123,亚光科技,国防军工,9.0,3.0,6.0,"郭训华,曹学贤,赵韵辉",6.0,"45,936,630.0600",137.9600,"974,663,376.2100",913.0,,19.5474,34.1899,民营企业,36.23,300123,2010-12-31,Y,300123,2010-12-31,1,2
1114,300124,汇川技术,电气设备,9.0,3.0,6.0,"柏子平,张卫江,焦小平",5.0,"77,872,269.5100",543.6500,"2,462,611,959.9800",899.0,,6.7920,121.9612,民营企业,18.75,300124,2010-12-31,Y,300124,2010-12-31,1,0
1115,300125,聆达股份,公用事业,9.0,3.0,6.0,"邵鸿武,庄德才,孔强",8.0,"16,993,883.1600",165.5500,"1,336,904,427.6500",235.0,,22.9369,51.1338,民营企业,30.2,300125,2010-12-31,N,300125,2010-12-31,1,6
1116,300126,锐奇股份,机械设备,9.0,3.0,6.0,"楼可仁,徐秀姿,俞文贤",5.0,"50,332,947.9900",161.2800,"1,006,822,362.4800",1453.0,,11.0259,31.0943,民营企业,35.63,300126,2010-12-31,Y,300126,2010-12-31,1,1
1117,300127,银河磁体,有色金属,8.0,3.0,5.0,"郭辉勇,李继红,唐建英",4.0,"34,321,965.7400",161.8100,"969,018,744.1100",1185.0,,5.4537,33.1219,公众企业,33.58,300127,2010-12-31,N,300127,2010-12-31,1,1
1118,300128,锦富技术,电子,9.0,3.0,6.0,"周义华,陈鑫,鄂俊",5.0,"79,920,246.1200",542.6500,"1,404,207,402.6400",1995.0,,17.8147,75.1544,民营企业,52.88,300128,2010-12-31,Y,300128,2010-12-31,1,2
1119,300129,泰胜风能,电气设备,11.0,4.0,7.0,"黄伟光,蔡循江,周奕",6.0,"35,143,669.4200",499.9200,"1,464,067,322.8800",586.0,,10.7747,12.7608,民营企业,8.91,300129,2010-12-31,N,300129,2010-12-31,1,1
1120,300130,新国都,计算机,9.0,4.0,5.0,"李林杰,栾承岚,杨星",5.0,"25,685,775.6300",213.9900,"933,469,788.6400",531.0,,6.5845,49.2306,民营企业,33.31,300130,2010-12-31,Y,300130,2010-12-31,1,1
1121,300131,英唐智控,电子,7.0,3.0,4.0,"邵伟,吕定军,黄丽",5.0,"47,728,127.3000",139.2000,"555,741,746.1800",820.0,,8.8818,61.0242,民营企业,31.09,300131,2010-12-31,Y,300131,2010-12-31,1,1
1122,300132,青松股份,化工,5.0,2.0,3.0,"王德贵,邓新贵,谢金龙",7.0,"8,407,497.7600",145.2400,"739,263,246.3700",268.0,,28.3300,65.2023,民营企业,42.43,300132,2010-12-31,N,300132,2010-12-31,1,0
1123,300133,华策影视,传媒,7.0,3.0,4.0,"赵彩芳,傅小纹,徐汉杰,王燕,谢琪",5.0,"6,118,313.3600",225.4200,"1,211,009,241.0800",66.0,,1.9145,69.8086,民营企业,35.68,300133,2010-12-31,N,300133,2010-12-31,1,4
1124,300134,大富科技,通信,9.0,3.0,6.0,"郭国庆,肖喜松,朱小芳",7.0,"115,450,935.8000",939.2200,"2,725,826,252.2400",3376.0,,10.6557,47.2537,民营企业,50.5,300134,2010-12-31,Y,300134,2010-12-31,1,4
1125,300135,宝利国际,化工,9.0,3.0,6.0,"丁伟,周湘荣,周建明",6.0,"8,017,414.5500",117.2700,"1,189,719,271.3700",165.0,,16.8314,48.5875,民营企业,37.5,300135,2010-12-31,N,300135,2010-12-31,1,1
1126,300136,信维通信,电子,9.0,3.0,6.0,"李爱华,韩雪松,张海军",8.0,"22,420,326.5600",179.0400,"639,045,798.5400",532.0,,3.0960,47.4515,民营企业,26.89,300136,2010-12-31,Y,300136,2010-12-31,1,3
1127,300137,先河环保,公用事业,9.0,3.0,6.0,"马越超,吴巍,张华",6.0,"13,722,801.1300",86.0100,"895,557,080.4500",333.0,,7.4175,25.1564,民营企业,19.45,300137,2010-12-31,Y,300137,2010-12-31,1,4
1128,300138,晨光生物,农林牧渔,9.0,3.0,6.0,"董希仲,杨文芳,赵涛,晏小平,刘东明",6.0,"25,888,937.0200",179.0100,"1,148,964,957.6700",448.0,,18.7923,41.0698,公众企业,9.98,300138,2010-12-31,Y,300138,2010-12-31,1,6
1129,300139,晓程科技,电子,9.0,3.0,6.0,"高建和,张雪来,张四元",5.0,"15,099,751.9000",112.4600,"1,159,919,039.6300",307.0,,9.2770,6.9575,集体企业,30.66,300139,2010-12-31,N,300139,2010-12-31,1,6
1130,300140,中环装备,公用事业,9.0,3.0,6.0,"戎晓明,陈元华,朱建伟,赵刚,薛彦俊",7.0,"36,746,652.3100",401.7000,"884,812,652.6600",565.0,,11.9328,14.4834,中央国有企业,29.85,300140,2010-12-31,N,300140,2010-12-31,1,8
1131,300141,和顺电气,电气设备,7.0,3.0,4.0,"彭令清,吴祥兴,束济银",5.0,"5,147,740.7300",106.3000,"544,773,893.9800",110.0,,7.1407,23.4490,民营企业,47.14,300141,2010-12-31,N,300141,2010-12-31,1,0
1132,300142,沃森生物,医药生物,9.0,3.0,6.0,"马佳,生立军,向左云",9.0,"36,403,861.4400",397.9700,"2,986,420,001.8300",745.0,,14.5832,50.0409,公众企业,15.05,300142,2010-12-31,Y,300142,2010-12-31,1,5
1133,300143,盈康生命,医药生物,7.0,3.0,4.0,"沈青,郑列宜,许喜佳",4.0,"22,998,853.0300",166.9400,"851,316,806.8600",806.0,,14.6035,75.3467,民营企业,36.54,300143,2010-12-31,N,300143,2010-12-31,1,1
1134,300144,宋城演艺,休闲服务,9.0,3.0,6.0,"唐健俊,赵雪璎,祝华鹭",8.0,"30,986,853.2100",390.1600,"2,974,434,455.7100",499.0,,14.8531,62.7384,民营企业,34.7,300144,2010-12-31,N,300144,2010-12-31,1,2
1135,300145,中金环境,机械设备,7.0,3.0,4.0,"沈国连,杨德富,周美华",6.0,"52,162,509.0200",180.6600,"1,110,929,780.1100",890.0,,16.5831,60.1411,民营企业,37.75,300145,2010-12-31,N,300145,2010-12-31,1,0
1136,300146,汤臣倍健,食品饮料,5.0,2.0,3.0,"余惠仙,周霆,蒋钢",7.0,"30,340,370.6000",317.6600,"1,753,646,608.7900",688.0,,7.3720,68.5811,民营企业,57.49,300146,2010-12-31,N,300146,2010-12-31,1,0
1137,300147,香雪制药,医药生物,9.0,3.0,6.0,"麦镇江,方伟民,肖文伟",9.0,"38,498,713.5800",208.2000,"1,846,627,550.3700",1059.0,,25.7773,35.5886,民营企业,34.79,300147,2010-12-31,Y,300147,2010-12-31,1,6
1138,300148,天舟文化,传媒,5.0,2.0,3.0,"廖兰芳,戴波,周学明",6.0,"9,235,779.7900",104.4800,"534,139,745.1800",209.0,,5.9532,62.5872,民营企业,65.17,300148,2010-12-31,N,300148,2010-12-31,1,3
1139,300149,睿智医药,医药生物,7.0,3.0,4.0,"肖长年,钟泉光,张海花",8.0,"9,979,705.0500",76.2600,"587,420,611.8900",177.0,,2.7443,23.5073,外资企业,32.12,300149,2010-12-31,N,300149,2010-12-31,1,4
1140,300150,世纪瑞尔,计算机,9.0,3.0,6.0,"钱瑞,李丰,朱江滨",7.0,"17,988,248.1600",239.8900,"1,472,847,116.8700",230.0,,7.1836,49.8850,民营企业,21.11,300150,2010-12-31,Y,300150,2010-12-31,1,3
1141,300151,昌红科技,机械设备,7.0,3.0,4.0,"俞汉昌,赵阿荣,李桂文",6.0,"34,515,652.6200",143.2000,"816,120,956.4600",1261.0,,13.5046,55.2471,民营企业,49.91,300151,2010-12-31,Y,300151,2010-12-31,1,1
1142,300152,科融环境,公用事业,11.0,4.0,7.0,"王永浩,吕剑淮,吴国继,庞彬,侯国富",10.0,"14,861,259.0600",328.4500,"1,520,364,133.7700",236.0,,13.0513,0.5850,民营企业,37.04,300152,2010-12-31,N,300152,2010-12-31,1,6
1143,300153,科泰电源,电气设备,9.0,3.0,6.0,"刘雪慧,李忠明,王小军",7.0,"30,048,883.4000",533.9100,"1,060,674,104.2800",286.0,,13.9240,22.0599,外资企业,52.58,300153,2010-12-31,N,300153,2010-12-31,1,3
1144,300154,瑞凌股份,机械设备,9.0,3.0,6.0,"傅艳菱,邱文,唐石友",6.0,"42,692,711.8700",265.5500,"1,457,157,445.9100",1222.0,,13.4417,59.0336,民营企业,39.52,300154,2010-12-31,Y,300154,2010-12-31,1,3
1145,300155,安居宝,计算机,5.0,2.0,3.0,"张晨,张振民,范文梅",7.0,"35,656,555.6800",251.0000,"1,091,641,255.8500",514.0,,7.6247,12.2446,民营企业,52.04,300155,2010-12-31,Y,300155,2010-12-31,1,0
1146,300157,恒泰艾普,采掘,8.0,3.0,5.0,"姜瑞友,王顺根,张志让",12.0,"57,870,839.0500",718.1300,"1,568,928,032.9100",324.0,,1.7791,38.3433,民营企业,34.01,300157,2010-12-31,Y,300157,2010-12-31,1,1
1147,300158,振东制药,医药生物,10.0,4.0,6.0,"潜小梅,和义琴,李仁虎",8.0,"109,771,503.1500",272.0000,"2,170,479,293.8600",1721.0,,17.9282,75.9679,民营企业,78.78,300158,2010-12-31,N,300158,2010-12-31,1,4
1148,300159,新研股份,国防军工,9.0,4.0,5.0,"叶启江,谭新兰,靳范",6.0,"12,157,874.1300",152.9800,"925,169,739.8100",247.0,,10.9073,99.8856,民营企业,24.2,300159,2010-12-31,Y,300159,2010-12-31,1,0
1149,300160,秀强股份,家用电器,9.0,3.0,6.0,"卢秀军,王斌,吴新军",4.0,"85,579,150.4800",149.7300,"607,740,576.5200",1145.0,,63.1637,72.1100,民营企业,46.67,300160,2010-12-31,Y,300160,2010-12-31,1,3
1150,300161,华中数控,机械设备,11.0,4.0,7.0,"徐建春,李娟,刘宇凌,夏明热,周国昭",11.0,"35,087,591.6200",323.5600,"549,221,565.1300",517.0,,49.3409,21.8160,其他企业,29.08,300161,2010-12-31,N,300161,2010-12-31,1,7
1151,300162,雷曼光电,电子,7.0,3.0,4.0,"李建军,周杰,郭秀碧",5.0,"23,271,402.0100",155.2200,"220,714,095.7100",577.0,,53.0069,102.7736,民营企业,37.781,300162,2010-12-31,Y,300162,2010-12-31,1,0
1152,300163,先锋新材,化工,5.0,2.0,3.0,"王英民,仲先艳,桑维苗",5.0,"17,859,375.9300",146.1500,"361,468,745.8800",492.0,,60.3395,49.4049,民营企业,60.78,300163,2010-12-31,Y,300163,2010-12-31,1,0
1153,300164,通源石油,采掘,9.0,3.0,6.0,"徐波,周志华,孟虎,袁冰,陈琰",5.0,"19,275,854.3800",288.0500,"514,572,384.8300",301.0,,42.3605,13.7559,民营企业,31.39,300164,2010-12-31,Y,300164,2010-12-31,1,2
1154,300165,天瑞仪器,机械设备,9.0,3.0,6.0,"胡江涛,朱晓虹,姚栋樑",7.0,"62,827,660.0500",332.3000,"379,349,313.0900",973.0,,41.1622,45.3581,民营企业,56.76,300165,2010-12-31,N,300165,2010-12-31,1,2
1155,300166,东方国信,计算机,6.0,3.0,3.0,"冯志宏,胡淑瑜,朱军峰,彭岩",5.0,"41,138,738.3800",333.9400,"129,529,434.5800",593.0,,17.9959,53.5055,,35.0877,300166,2010-12-31,Y,300166,2010-12-31,1,0
1156,300167,迪威迅,计算机,9.0,3.0,6.0,"刘黎明,唐庶,王婧",6.0,"19,299,514.9800",156.5900,"275,155,222.5000",311.0,,38.5586,31.9900,,55.5456,300167,2010-12-31,Y,300167,2010-12-31,1,2
1157,300168,万达信息,计算机,7.0,3.0,4.0,"华志坚,宗宇伟,黎瑞刚,王晴岗,王虎",10.0,"144,346,147.4500",384.4000,"467,420,202.6500",1213.0,,41.1076,20.7371,民营企业,35.5,300168,2010-12-31,Y,300168,2010-12-31,1,0
1158,300169,天晟新材,化工,9.0,3.0,6.0,"段淑升,郭荣健,盛晓光,芮涛,罗实劲",6.0,"35,994,150.4900",229.6700,"555,586,771.8200",661.0,,53.1599,38.5872,,18.998,300169,2010-12-31,Y,300169,2010-12-31,1,4
1159,300170,汉得信息,计算机,7.0,3.0,4.0,"邹秉灵,石伟民,石胜利",3.0,"138,763,354.7000",331.6400,"270,473,581.2100",1196.0,,17.8257,15.6031,民营企业,50.569,300170,2010-12-31,N,300170,2010-12-31,1,2
1160,300171,东富龙,机械设备,9.0,3.0,6.0,"童雪兮,冒丽霞,陈勇",8.0,"43,801,817.4100",351.7400,"834,653,278.3700",684.0,,60.2268,56.0113,,85.5,300171,2010-12-31,Y,300171,2010-12-31,1,2
1161,300172,中电环保,公用事业,8.0,3.0,5.0,"曹铭华,陈玉伟,宦国平",7.0,"12,958,547.7900",170.9400,"330,333,895.1100",202.0,,40.5304,6.3945,,41.0025,300172,2010-12-31,N,300172,2010-12-31,1,2
1162,300173,福能东方,机械设备,9.0,3.0,6.0,"王小良,余小兰,张衡鲁,郭晓春,刘国琴",7.0,"20,174,767.6200",256.9800,"393,451,604.5700",474.0,,51.8271,24.5574,,23.0,300173,2010-12-31,N,300173,2010-12-31,1,3
1163,300174,元力股份,化工,5.0,2.0,3.0,"方世国,彭映香,黄涛",6.0,"8,354,231.0900",162.0300,"140,426,707.7100",142.0,,31.0990,30.3731,,67.0839,300174,2010-12-31,Y,300174,2010-12-31,1,1
1164,300175,朗源股份,农林牧渔,9.0,3.0,6.0,"孟颖超,王全刚,戚大武,姜丽红",7.0,"8,892,467.2300",54.0100,"396,413,637.2300",332.0,,48.3118,37.4855,民营企业,53.28,300175,2010-12-31,N,300175,2010-12-31,1,2
1165,300176,派生科技,非银金融,9.0,3.0,6.0,"胡永衡,刘春生,黄丽明",5.0,"42,218,372.9100",153.1700,"481,080,340.3000",1447.0,,68.1495,30.3869,民营企业,39.0,300176,2010-12-31,N,300176,2010-12-31,1,6
1166,300177,中海达,计算机,7.0,3.0,4.0,"王受芬,黄晖,邓绍琼",8.0,"35,800,182.3600",176.3000,"258,138,511.7600",640.0,,42.7265,37.9222,民营企业,40.1488,300177,2010-12-31,Y,300177,2010-12-31,1,2
1167,300178,*ST腾邦,休闲服务,9.0,3.0,6.0,"钟壬招,顾勇,胡翔群,毕华清,李云",6.0,"23,534,396.2900",194.9500,"491,574,892.8200",416.0,,33.4590,37.1972,,45.02,300178,2010-12-31,N,300178,2010-12-31,1,3
1168,300179,四方达,机械设备,9.0,3.0,6.0,"杨爱勇,邹群英,张迎九",4.0,"13,329,801.1100",199.1300,"193,468,380.4700",279.0,,18.6942,32.4231,,36.0114,300179,2010-12-31,Y,300179,2010-12-31,1,4
1169,300180,华峰超纤,化工,11.0,4.0,7.0,"尤小玲,杨耀,刘勇胜",5.0,"35,465,521.1100",380.2600,"474,362,339.3000",659.0,,24.9411,19.8057,,19.92,300180,2010-12-31,N,300180,2010-12-31,1,3
1170,300181,佐力药业,医药生物,8.0,2.0,6.0,"郭银丽,嵇文卫,陈瑞祥",6.0,"26,168,522.2700",134.6000,"348,644,152.0700",854.0,,40.5779,21.9668,民营企业,41.25,300181,2010-12-31,N,300181,2010-12-31,1,2
1171,300182,捷成股份,传媒,9.0,3.0,6.0,"张丽萍,姜建国,张宁",6.0,"31,292,521.8400",135.6000,"323,218,738.4100",612.0,,41.5913,69.0975,,77.49,300182,2010-12-31,N,300182,2010-12-31,1,1
1172,300183,东软载波,通信,9.0,3.0,6.0,"周健,刘佳生,杨光",6.0,"18,371,270.2200",354.0000,"220,931,920.2300",169.0,,15.1728,57.6482,,31.68,300183,2010-12-31,Y,300183,2010-12-31,1,2
1173,300184,力源信息,电子,7.0,3.0,4.0,"王国强,余晓露,胡涛",7.0,"11,729,479.5600",151.4500,"190,405,692.1400",123.0,,34.7006,36.3346,,42.35,300184,2010-12-31,Y,300184,2010-12-31,1,4
1174,300185,通裕重工,电气设备,9.0,3.0,6.0,"赵立君,张恒,张仁锋,潘利泉,杨侦先",12.0,"57,918,080.6300",588.1900,"2,793,849,227.2800",1425.0,,58.5225,1.1470,,22.2,300185,2010-12-31,N,300185,2010-12-31,1,4
1175,300187,永清环保,公用事业,7.0,3.0,4.0,"王莹,李树丞,陈爱军",5.0,"15,512,818.9300",76.5800,"320,615,314.9900",291.0,,61.8403,13.5020,,79.5,300187,2010-12-31,Y,300187,2010-12-31,1,2
1176,300188,美亚柏科,计算机,7.0,3.0,4.0,"吴顺祥,高龙腾,兰邦胜",11.0,"33,889,116.3700",475.5000,"216,824,727.5500",382.0,,48.9091,52.6566,,39.0,300188,2010-12-31,N,300188,2010-12-31,1,0
1177,300189,神农科技,农林牧渔,9.0,3.0,6.0,"高国富,任新华,吴宏斌",8.0,"17,703,953.0200",162.0000,"448,425,736.5600",422.0,,20.0612,38.8112,,,300189,2010-12-31,N,300189,2010-12-31,1,4
1178,600000,浦发银行,银行,19.0,7.0,12.0,"李庆丰,杨绍红,冯树荣,张林德,刘海彬,夏大慰,胡祖六,张宝华,李万军",9.0,"10,470,124,897.7400","3,598.1600","2,191,410,773,622.2400",28081.0,,94.3744,35.3898,地方国有企业,20.0,600000,2010-12-31,N,600000,2010-12-31,1,0
1179,600004,白云机场,交通运输,11.0,4.0,7.0,"陈汝贞,王黎军,刘建强",7.0,"1,104,257,677.8700",752.4100,"11,290,507,685.5000",4016.0,,40.1164,16.9200,地方国有企业,61.96,600004,2010-12-31,N,600004,2010-12-31,1,4
1180,600006,东风汽车,汽车,12.0,4.0,8.0,"叶惠成,崔忠泽,郑加坤",8.0,"860,666,723.4100",363.1000,"18,824,274,523.8600",9018.0,,61.4050,38.3521,中央国有企业,60.1,600006,2010-12-31,N,600006,2010-12-31,1,10
1181,600007,中国国贸,房地产,12.0,4.0,8.0,"赵博雅,雷孟成,钱晓瑾",5.0,"169,474,750.0000","1,363.9800","9,408,555,879.0000",989.0,,53.8635,18.9118,外资企业,80.38,600007,2010-12-31,N,600007,2010-12-31,1,8
1182,600008,首创环保,公用事业,11.0,4.0,7.0,"李清元,洪欣,曹桂杰",7.0,"497,531,653.1100",662.9800,"16,841,047,964.1200",5514.0,,52.9925,15.1157,地方国有企业,59.52,600008,2010-12-31,N,600008,2010-12-31,1,5
1183,600009,上海机场,交通运输,9.0,3.0,6.0,"余宙,曹文建,于明洪,易继武,董军",8.0,"889,029,203.7000",814.7100,"17,501,768,303.5100",7039.0,,18.8346,25.4040,地方国有企业,53.25,600009,2010-12-31,N,600009,2010-12-31,1,4
1184,600010,包钢股份,钢铁,13.0,4.0,9.0,"侯玉林,宋弘,郝润宝",7.0,"2,648,346,735.3800",138.0400,"42,043,987,098.7800",30838.0,,69.9191,19.1972,地方国有企业,61.2,600010,2010-12-31,N,600010,2010-12-31,1,9
1185,600011,华能国际,公用事业,15.0,5.0,10.0,"于莹,吴利华,顾建国,戴新民,郭珺明,王兆斌",11.0,"4,196,858,027.0000",927.2400,"223,952,747,826.0000",33811.0,,72.8250,30.8059,中央国有企业,36.05,600011,2010-12-31,N,600011,2010-12-31,1,6
1186,600012,皖通高速,交通运输,9.0,3.0,6.0,"董志,杨一聪,王卫生",5.0,"133,917,435.2600",394.9500,"9,411,387,700.0400",1562.0,,35.9675,19.0794,地方国有企业,31.27,600012,2010-12-31,N,600012,2010-12-31,1,0
1187,600015,华夏银行,银行,18.0,7.0,11.0,"张国伟,李国鹏,田英,成燕红,郭建荣,李琦,刘国林,程晨,李连刚,高培勇,戚聿东",8.0,"4,171,179,736.2400","2,446.9000","1,040,230,442,233.4000",14304.0,,96.5877,42.9038,地方国有企业,13.98,600015,2010-12-31,N,600015,2010-12-31,1,7
1188,600016,民生银行,银行,18.0,6.0,12.0,"陈进忠,乔志敏,王磊,王梁,邢继军,鲁钟男,张迪生,徐锐",8.0,"9,649,000,000.0000","6,828.5700","1,823,737,000,000.0000",31454.0,,94.2285,30.2140,公众企业,15.27,600016,2010-12-31,N,600016,2010-12-31,1,0
1189,600017,日照港,交通运输,12.0,4.0,8.0,"张晓祥,孔宪雷,于凯,孟凡祥,曹丽梅,郭瑞敏,陈玉森",6.0,"389,089,505.0800",233.1600,"8,657,153,557.9200",4018.0,,43.9565,31.1241,地方国有企业,43.73,600017,2010-12-31,N,600017,2010-12-31,1,9
1190,600018,上港集团,交通运输,9.0,3.0,6.0,"姚恒民,肖义家,李晓翔,周源康,张日忠",10.0,"3,461,097,624.0200",517.3300,"65,894,668,682.6700",22322.0,,37.0797,15.4733,地方国有企业,44.23,600018,2010-12-31,N,600018,2010-12-31,1,7
