,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
1728,600686,金龙汽车,汽车,7.0,3.0,4.0,"詹宏超,徐斌,刘艺虹",5.0,"893,597,942.9000",387.1600,"12,429,034,174.2300",11787.0,,75.9329,37.2529,地方国有企业,13.52,600686,2010-12-31,N,600686,2010-12-31,1,5
1729,600688,上海石化,化工,12.0,4.0,8.0,"翟亚林,吴晓琦,张成华,刘向东,王艳君,高金平,尹永利",10.0,"2,111,392,000.0000",650.8000,"29,158,104,000.0000",16369.0,,37.6746,50.0137,中央国有企业,55.56,600688,2010-12-31,N,600688,2010-12-31,1,6
1730,600689,上海三毛,纺织服装,9.0,3.0,6.0,"顾顺良,蔡志伟,邓寿东,王建华,侯羽",7.0,"55,634,318.5200",380.0000,"1,228,415,804.2200",668.0,,66.1114,24.5616,地方国有企业,25.95,600689,2010-12-31,N,600689,2010-12-31,1,3
1731,600690,海尔智家,家用电器,9.0,3.0,6.0,"明国庆,王玉清,王培华",5.0,"4,004,260,489.8300",253.0700,"29,267,156,191.6500",53412.0,,67.5787,35.5684,集体企业,23.48,600690,2010-12-31,N,600690,2010-12-31,1,5
1732,600691,阳煤化工,化工,8.0,3.0,5.0,"洪伟,洪兴云,陈燕",8.0,"17,179,427.3600",36.0200,"104,653,001.0900",1636.0,,218.6344,5.7227,民营企业,28.58,600691,2010-12-31,N,600691,2010-12-31,1,0
1733,600692,亚通股份,房地产,6.0,2.0,4.0,"顾平,毛文龙,陆伟华",6.0,"99,461,471.7400",221.7600,"1,436,765,454.5900",177.0,,64.1933,-45.1490,地方国有企业,32.51,600692,2010-12-31,N,600692,2010-12-31,1,4
1734,600693,东百集团,商业贸易,9.0,3.0,6.0,"施敏秀,李琦,陈玲",5.0,"38,940,260.9300",354.9500,"1,514,500,375.3300",1076.0,,52.8355,21.3610,民营企业,17.51,600693,2010-12-31,N,600693,2010-12-31,1,0
1735,600694,大商股份,商业贸易,13.0,5.0,8.0,"姜彬,王志军,王大明",6.0,"1,336,620,754.4000","1,039.9900","11,917,394,554.5200",26995.0,,73.1697,15.0275,公众企业,8.81,600694,2010-12-31,N,600694,2010-12-31,1,0
1736,600695,*ST绿庭,非银金融,9.0,3.0,6.0,"李毓平,刘建,罗锦程",7.0,"50,379,618.5300",383.7700,"662,749,547.9600",50.0,,65.2283,5.5112,外资企业,31.35,600695,2010-12-31,Y,600695,2010-12-31,1,0
1737,600696,岩石股份,非银金融,5.0,2.0,3.0,"陈国强,王丽,林贞贞",4.0,"8,152,976.0800",243.9500,"776,817,054.4200",59.0,,27.6020,2.4888,外资企业,36.5,600696,2010-12-31,N,600696,2010-12-31,1,1
1738,600697,欧亚集团,商业贸易,9.0,3.0,6.0,"孙巍,孙静梅,刘晓贤,李新志,姜国臣",8.0,"106,730,908.0600",422.4000,"3,945,159,031.4300",3572.0,,69.8841,33.5773,地方国有企业,22.83,600697,2010-12-31,N,600697,2010-12-31,1,2
1739,600698,湖南天雁,汽车,10.0,3.0,7.0,"吴卫刚,韩金科,陈凤珍,陈庚,庞守美",7.0,"145,551,748.9400",153.7000,"1,083,043,113.8700",4866.0,,78.2873,-6.7251,中央国有企业,31.43,600698,2010-12-31,N,600698,2010-12-31,1,5
1740,600699,均胜电子,汽车,8.0,3.0,5.0,"周桂田,李鑫,刘广泉",8.0,"62,696,186.4300",47.0000,,3.0,,,-40.1064,民营企业,21.83,600699,2010-12-31,Y,600699,2010-12-31,1,4
1741,600702,舍得酒业,食品饮料,9.0,3.0,6.0,"张力,崔泽贵,马勇,母仕君,李雪",7.0,"115,171,081.7500",183.7500,"3,189,879,093.4000",3326.0,,41.8715,23.6618,地方国有企业,31.85,600702,2010-12-31,Y,600702,2010-12-31,1,2
1742,600703,三安光电,电子,7.0,3.0,4.0,"柯永瑞,王笃祥,尤剑辉",7.0,"65,899,283.2700",240.0200,"6,018,648,040.9500",3149.0,,18.4125,83.4196,民营企业,35.02,600703,2010-12-31,N,600703,2010-12-31,1,3
1743,600704,物产中大,交通运输,10.0,3.0,7.0,"张炎,陈宽,邬静乐,张宝健,高建经",8.0,"623,447,890.2400","1,678.0700","18,591,743,406.9000",8145.0,,80.6990,28.6380,地方国有企业,34.02,600704,2010-12-31,N,600704,2010-12-31,1,4
1744,600705,中航产融,非银金融,7.0,3.0,4.0,"裴志兴,付兆华,黄文深,于洪波,赵国良,侯丽平",8.0,"546,258.7400",52.1800,"1,350,235,790.2100",25.0,,34.4903,,中央国有企业,6.29,600705,2010-12-31,N,600705,2010-12-31,1,6
1745,600706,曲江文旅,休闲服务,7.0,3.0,4.0,"施玉坤,王燕娜,许青加",5.0,"10,591,549.0600",107.5000,"36,984,175.8200",72.0,,252.9196,-80.7422,民营企业,11.56,600706,2010-12-31,Y,600706,2010-12-31,1,5
1746,600707,彩虹股份,电子,9.0,3.0,6.0,"王琪,李加顺,葛迪",7.0,"149,444,844.5100",143.6300,"7,818,115,140.0300",3622.0,,39.8922,-12.0933,中央国有企业,22.36,600707,2010-12-31,N,600707,2010-12-31,1,6
1747,600708,光明地产,房地产,9.0,3.0,6.0,"周丽霞,徐嘉泽,张大鸣",6.0,"293,754,636.6000",318.0300,"3,425,505,171.4700",12768.0,,58.3708,34.1554,地方国有企业,35.78,600708,2010-12-31,N,600708,2010-12-31,1,6
1748,600710,苏美达,商业贸易,9.0,3.0,6.0,"吴建平(小),章顗,卞陇",10.0,"106,954,937.8800",308.0000,"2,883,765,212.1100",1450.0,,49.3892,42.1270,中央国有企业,35.72,600710,2010-12-31,N,600710,2010-12-31,1,5
1749,600711,盛屯矿业,有色金属,7.0,3.0,4.0,"袁文建,刘伟新,方自强",7.0,"3,493,818.6100",170.6000,"1,710,805,172.2900",58.0,,43.9391,84.9150,民营企业,9.27,600711,2010-12-31,N,600711,2010-12-31,1,4
1750,600712,南宁百货,商业贸易,9.0,3.0,6.0,"曹建国,程建和,赵琛,覃耀杯,甘敏",6.0,"99,871,366.7500",306.5300,"1,088,272,004.5600",1197.0,,69.6767,26.1399,地方国有企业,23.8,600712,2010-12-31,N,600712,2010-12-31,1,0
1751,600713,南京医药,医药生物,9.0,3.0,6.0,"洪正贵,黄燕丽,佘平",13.0,"427,207,656.5000",722.1200,"8,373,919,536.5200",8328.0,,84.9066,8.5663,地方国有企业,21.0,600713,2010-12-31,N,600713,2010-12-31,1,3
1752,600714,金瑞矿业,化工,11.0,4.0,7.0,"杨海宁,秦亚军,李长东,杨海凤,曹永栋",8.0,"54,976,256.1400",202.7700,"998,581,047.7300",676.0,,63.5984,25.9687,地方国有企业,44.79,600714,2010-12-31,N,600714,2010-12-31,1,5
1753,600715,文投控股,传媒,7.0,3.0,4.0,"孙莹莹,张家伦,周学飞,杜伟,杜昊",6.0,"4,072,267.4700",149.9000,"201,313,577.0300",50.0,,91.3800,-99.6116,地方国有企业,24.89,600715,2010-12-31,N,600715,2010-12-31,1,6
1754,600716,凤凰股份,房地产,8.0,3.0,5.0,"张淼磊,汪维宏,吴小毓",8.0,"7,376,711.1900",324.9600,"5,386,361,157.2500",82.0,,71.5405,-2.1254,地方国有企业,60.49,600716,2010-12-31,N,600716,2010-12-31,1,6
1755,600717,天津港,交通运输,9.0,3.0,6.0,"李大康,王存杰,王健,薛正鸿,董靖臣",3.0,"1,375,846,376.5600",312.5800,"22,311,460,277.2400",9140.0,,39.1226,17.1281,地方国有企业,56.81,600717,2010-12-31,,600717,2010-12-31,1,7
1756,600718,东软集团,计算机,9.0,3.0,6.0,"徐庆荣,张红,涂赣峰,藏田真吾,胡爱民",11.0,"1,944,537,687.0000","1,010.3000","6,858,879,805.0000",17358.0,,33.1493,18.5221,公众企业,17.6248,600718,2010-12-31,N,600718,2010-12-31,1,5
1757,600719,大连热电,公用事业,9.0,3.0,6.0,"由向义,戴福宁,李俊修,骆艾峰,滕建国",5.0,"54,958,271.2800",153.8900,"1,481,752,287.6500",759.0,,49.4669,6.4405,地方国有企业,32.91,600719,2010-12-31,Y,600719,2010-12-31,1,8
1758,600720,祁连山,建筑材料,14.0,5.0,9.0,"魏士渊,于波,刘开禄,张海明,田力,汪进德",8.0,"300,408,296.0200",578.9200,"6,506,148,518.0800",5837.0,,56.5569,21.4936,中央国有企业,12.81,600720,2010-12-31,N,600720,2010-12-31,1,1
1759,600721,*ST百花,医药生物,9.0,3.0,6.0,"谢萍,王道君,张欣",4.0,"161,531,264.6100",104.8900,"4,076,558,328.8300",3295.0,,74.2663,5.9454,地方国有企业,48.78,600721,2010-12-31,N,600721,2010-12-31,1,7
1760,600722,金牛化工,化工,7.0,3.0,4.0,"张文彬,王玉江,孙式星,胡竹寅,蒋爱军",5.0,"97,346,118.3300",57.8300,"1,660,777,744.7900",2455.0,,117.2497,28.4686,地方国有企业,30.29,600722,2010-12-31,N,600722,2010-12-31,1,4
1761,600724,宁波富达,房地产,7.0,3.0,4.0,"周杰,张棱钫,葛超美,钟启明,梅旭辉",7.0,"168,344,138.0500",358.0000,"18,662,627,647.2600",2822.0,,81.3741,108.3304,地方国有企业,76.95,600724,2010-12-31,N,600724,2010-12-31,1,5
1762,600725,云维股份,采掘,9.0,3.0,6.0,"张来稳,宗家鹏,王光亮",7.0,"272,532,437.0600",168.6600,"12,619,855,226.9400",3175.0,,74.6374,50.9045,地方国有企业,41.79,600725,2010-12-31,N,600725,2010-12-31,1,7
1763,600726,华电能源,公用事业,16.0,5.0,10.0,"曹晓峰,王颖秋,王洋",10.0,"822,404,438.9300",285.0500,"22,190,197,499.1100",13979.0,,82.4296,33.2319,中央国有企业,44.8,600726,2010-12-31,N,600726,2010-12-31,1,8
1764,600727,鲁北化工,化工,6.0,2.0,4.0,"步宝和,畲洪华,张式芳",4.0,"35,769,260.9600",133.6000,"1,322,253,923.1700",1111.0,,23.0882,30.3316,地方国有企业,29.64,600727,2010-12-31,N,600727,2010-12-31,1,0
1765,600728,佳都科技,计算机,9.0,3.0,6.0,"吴庆忠,方孜学,张利连,郭文建,李敏华",7.0,"40,001,827.1900",405.1000,"709,092,853.7500",320.0,,59.2824,58.8886,民营企业,22.91,600728,2010-12-31,N,600728,2010-12-31,1,7
1766,600729,重庆百货,商业贸易,9.0,3.0,6.0,"刘雅丽,张饶,徐璐,秦秀平",6.0,"887,860,149.6000",381.5000,"8,606,900,573.9100",8934.0,,74.1623,19.0468,地方国有企业,45.42,600729,2010-12-31,N,600729,2010-12-31,1,0
1767,600730,中国高科,综合,9.0,3.0,6.0,"朱立洪,余琪,陈敏华,张华庭,徐凌",6.0,"26,261,535.9700",300.0000,"1,701,099,048.4400",516.0,,45.9735,17.2599,民营企业,24.37,600730,2010-12-31,,600730,2010-12-31,1,6
1768,600731,湖南海利,化工,10.0,4.0,6.0,"何响英,杨慧,张福山,荣华,陶敏",10.0,"79,359,303.5400",203.1400,"1,282,917,918.3300",2054.0,,67.8975,22.6723,地方国有企业,21.4144,600731,2010-12-31,N,600731,2010-12-31,1,1
1769,600732,爱旭股份,电气设备,6.0,2.0,4.0,"江晓凌,罗炜岚,杨国庆",4.0,"5,066,388.0200",144.0700,"1,119,341,051.0300",42.0,,48.8718,-67.2757,民营企业,55.7,600732,2010-12-31,N,600732,2010-12-31,1,2
1770,600733,北汽蓝谷,汽车,7.0,3.0,4.0,"谭娅影,周松涛,王建明",4.0,"12,421,246.0700",56.9000,"786,331,622.0000",123.0,,61.8717,-9.2911,地方国有企业,41.13,600733,2010-12-31,N,600733,2010-12-31,1,3
1771,600734,*ST实达,通信,9.0,3.0,6.0,"张建,邓保红,陈美玲",6.0,"96,855,984.5300",430.2900,"1,930,352,726.5400",1556.0,,78.0774,7.5423,外资企业,20.46,600734,2010-12-31,N,600734,2010-12-31,1,0
1772,600735,新华锦,轻工制造,6.0,2.0,4.0,"徐涛,张琳,钟蔚",5.0,"54,465,399.5400",41.8200,"764,257,101.1700",1405.0,,68.6313,-34.4311,民营企业,46.09,600735,2010-12-31,N,600735,2010-12-31,1,5
1773,600736,苏州高新,房地产,9.0,3.0,6.0,"孙平,吴友明,沈明康",7.0,"117,591,056.8100",436.1000,"13,888,615,636.1100",1062.0,,74.6887,55.4110,地方国有企业,40.57,600736,2010-12-31,N,600736,2010-12-31,1,1
1774,600737,中粮糖业,农林牧渔,9.0,5.0,4.0,"侯文荣,王慧军,岳红,魏克俭,廖鹏",8.0,"384,432,289.9800",511.5000,"7,975,851,430.5200",6545.0,,66.1556,1.9829,中央国有企业,59.6,600737,2010-12-31,N,600737,2010-12-31,1,4
1775,600738,丽尚国潮,商业贸易,9.0,3.0,6.0,"刘瑱,王虹宇,张萍,李永平,赵敏喜",5.0,"33,344,297.3600",322.8000,"942,705,391.3700",1112.0,,60.8776,26.1867,民营企业,24.51,600738,2010-12-31,N,600738,2010-12-31,1,1
1776,600739,辽宁成大,医药生物,7.0,3.0,4.0,"罗启库,何宇霆,许雨平",10.0,"298,502,578.3800","1,061.0000","10,234,705,888.1500",119.0,,21.1567,30.5017,地方国有企业,12.45,600739,2010-12-31,N,600739,2010-12-31,1,1
1777,600740,山西焦化,采掘,9.0,3.0,6.0,"郭宝生,马万进,孔晓宝,宁春泉,王茂,田世鑫,樊大宏",8.0,"194,538,464.6800",146.5600,"7,031,826,086.9600",7955.0,,82.6626,121.1330,地方国有企业,19.24,600740,2010-12-31,N,600740,2010-12-31,1,7
1778,600741,华域汽车,汽车,9.0,3.0,6.0,"杨静怡,朱根林,蒋东跃",5.0,"2,298,980,649.5100",271.0000,"35,868,481,531.5400",7892.0,,46.0329,78.6238,地方国有企业,60.1,600741,2010-12-31,N,600741,2010-12-31,1,5
1779,600742,一汽富维,汽车,10.0,4.0,6.0,"郎瑞兰,冯玉玺,陈殿甲",4.0,"292,419,990.4400",248.0000,"3,580,869,808.3200",6225.0,,29.0760,73.4002,中央国有企业,20.14,600742,2010-12-31,N,600742,2010-12-31,1,7
1780,600743,华远地产,房地产,9.0,3.0,6.0,"杨治昌,张馥香,刘丽云,赵立文,刘香",8.0,"90,495,330.3300","2,365.9500","9,658,763,997.7400",174.0,,77.5539,53.3824,地方国有企业,46.069,600743,2010-12-31,N,600743,2010-12-31,1,7
1781,600744,华银电力,公用事业,11.0,4.0,7.0,"王正桃,石峰,钟伍叁,王静远,刘建新,廖金华,彭朝晖",6.0,"379,100,021.6500",329.5000,"14,494,267,966.5800",5124.0,,87.5133,35.7040,中央国有企业,33.34,600744,2010-12-31,N,600744,2010-12-31,1,9
1782,600745,闻泰科技,电子,5.0,2.0,3.0,"茅树捷,张金成,陈建",4.0,"19,242,648.8200",153.0000,"3,358,304,058.5200",239.0,,82.2086,-5.5029,民营企业,73.56,600745,2010-12-31,N,600745,2010-12-31,1,0
1783,600746,江苏索普,化工,7.0,3.0,4.0,"祝挹,金正玉,郝晓峰",4.0,"54,733,525.8700",74.2600,"750,509,298.0200",1007.0,,43.3069,8.6000,地方国有企业,57.97,600746,2010-12-31,N,600746,2010-12-31,1,3
1784,600748,上实发展,房地产,7.0,3.0,4.0,"盛志豪,王利华,吕清远,陈传麟,朱万毅",5.0,"218,985,425.8700",340.1000,"16,862,280,268.0700",64.0,,82.1130,47.9686,地方国有企业,63.65,600748,2010-12-31,N,600748,2010-12-31,1,4
1785,600749,西藏旅游,休闲服务,9.0,3.0,6.0,"谢航,白玛玉珍,单绍和",7.0,"22,445,435.0700",92.7000,"610,527,769.3700",531.0,,48.4437,27.4487,民营企业,18.01,600749,2010-12-31,N,600749,2010-12-31,1,3
1786,600750,江中药业,医药生物,11.0,4.0,7.0,"刘立新,倪小兰,刘协斌",6.0,"178,789,418.2100",498.1300,"2,506,018,377.3000",3699.0,,29.0072,35.6388,地方国有企业,41.49,600750,2010-12-31,N,600750,2010-12-31,1,0
1787,600751,海航科技,电子,9.0,4.0,5.0,"贾莹,文江,张建新",7.0,"46,462,651.0900",191.3100,"753,734,818.5600",621.0,,153.6043,7.7067,地方国有企业,29.98,600751,2010-12-31,N,600751,2010-12-31,1,2
1788,600753,东方银星,商业贸易,9.0,3.0,6.0,"周绍荣,刘应洪,石冬辉",5.0,"719,845.8400",63.0000,"234,224,910.3700",36.0,,43.9361,"2,617.9846",民营企业,22.11,600753,2010-12-31,N,600753,2010-12-31,1,8
1789,600754,锦江酒店,休闲服务,15.0,5.0,10.0,"王志成,王行泽,戴春年,黎敏幼,康鸣,周怡",7.0,"469,227,524.1300",362.3000,"5,536,294,036.0700",8552.0,,21.2951,11.9176,地方国有企业,50.32,600754,2010-12-31,N,600754,2010-12-31,1,9
1790,600755,厦门国贸,商业贸易,9.0,3.0,6.0,"高成勇,叶志成,张洁民",10.0,"346,987,777.6400",865.5000,"20,339,971,239.7200",2228.0,,76.6644,68.5989,地方国有企业,30.28,600755,2010-12-31,N,600755,2010-12-31,1,4
1791,600756,浪潮软件,计算机,6.0,2.0,4.0,"李伟,许国彬,王春生",5.0,"45,389,047.8000",101.4900,"1,051,362,464.4400",812.0,,29.4236,18.2963,地方国有企业,22.2,600756,2010-12-31,N,600756,2010-12-31,1,3
1792,600757,长江传媒,传媒,9.0,3.0,6.0,"司立军,洪祖威,顾鼎明,余国明,周岐峥",5.0,"216,369,331.7000",154.8000,"93,421,871.3000",14.0,,100.0000,15.2024,中央国有企业,34.43,600757,2010-12-31,Y,600757,2010-12-31,1,7
1793,600758,辽宁能源,采掘,9.0,3.0,6.0,"张颖,郑长轩,周龙河",5.0,"27,184,198.1500",123.9200,"597,878,994.2100",415.0,,51.6434,10.7482,地方国有企业,43.86,600758,2010-12-31,N,600758,2010-12-31,1,0
1794,600759,洲际油气,采掘,5.0,2.0,3.0,"黄杰,陈祥兴,陈宇廉",7.0,"14,883,123.9700",306.1000,"3,508,516,413.3900",310.0,,43.9259,270.4549,外资企业,75.92,600759,2010-12-31,N,600759,2010-12-31,1,0
1795,600760,中航沈飞,国防军工,9.0,3.0,6.0,"林玉峰,刘国娣,张福浩,林红兵,何建新",10.0,"148,694,905.6800",88.7400,"3,220,542,652.2200",2147.0,,62.4788,96.1201,中央国有企业,15.97,600760,2010-12-31,N,600760,2010-12-31,1,12
1796,600761,安徽合力,机械设备,9.0,3.0,6.0,"范群英,刘成求,李继香,王长钰,阚农生",7.0,"387,872,240.3600",242.2200,"3,947,335,829.4200",5480.0,,34.2583,63.4287,地方国有企业,37.25,600761,2010-12-31,N,600761,2010-12-31,1,5
1797,600763,通策医疗,医药生物,5.0,3.0,2.0,"赵敏,郎国跃,王维倩",4.0,"95,259,691.0700",258.9000,"302,246,101.1900",1015.0,,12.7754,28.1863,外资企业,33.75,600763,2010-12-31,N,600763,2010-12-31,1,2
1798,600764,中国海防,国防军工,5.0,2.0,3.0,"张焱,盛江,张炜华",5.0,"60,245,805.5500",319.5200,"1,566,777,887.0400",595.0,,57.5402,-9.5046,中央国有企业,54.46,600764,2010-12-31,Y,600764,2010-12-31,1,3
1799,600765,中航重机,国防军工,11.0,4.0,7.0,"朱建设,曹怀根,黄云",8.0,"579,246,911.4100",91.3300,"7,892,335,701.1000",6525.0,,56.9205,46.5052,中央国有企业,29.48,600765,2010-12-31,N,600765,2010-12-31,1,7
1800,600766,*ST园城,有色金属,7.0,3.0,4.0,"徐成义,姜建勋,吕桂华,王曙光,杨乐斌",5.0,"2,801,519.5400",40.8300,"443,013,179.8200",128.0,,107.5288,46.8614,民营企业,29.79,600766,2010-12-31,N,600766,2010-12-31,1,4
1801,600767,运盛医疗,医药生物,9.0,3.0,6.0,"周罗曼,周春鑫,钱敏华",8.0,"18,933,618.2800",456.0000,"748,498,313.4700",90.0,,51.7951,-19.5660,民营企业,26.0,600767,2010-12-31,Y,600767,2010-12-31,1,3
1802,600768,宁波富邦,有色金属,9.0,3.0,6.0,"葛国平,韩树成,沈岳定",4.0,"31,128,355.7600",102.7800,"607,247,057.8000",692.0,,76.2350,65.0477,民营企业,34.31,600768,2010-12-31,N,600768,2010-12-31,1,5
1803,600769,祥龙电业,建筑装饰,15.0,5.0,10.0,"董耀军,万新华,左汉琼,李凤,毛年华,李沙,肖文金",7.0,"96,504,927.3000",107.8000,"1,216,644,283.6600",3181.0,,62.3180,36.7754,地方国有企业,20.0,600769,2010-12-31,N,600769,2010-12-31,1,15
1804,600770,综艺股份,综合,7.0,3.0,4.0,"韩晔,昝圣华,黄天鸿",6.0,"53,495,661.1000",133.4500,"4,879,005,784.8100",1576.0,,31.8404,76.3514,民营企业,31.38,600770,2010-12-31,Y,600770,2010-12-31,1,2
1805,600771,广誉远,医药生物,9.0,3.0,6.0,"王定珠,张正治,张懿",7.0,"60,315,466.0500",310.4200,"1,203,263,357.1000",2270.0,,169.5600,-10.7980,民营企业,22.17,600771,2010-12-31,N,600771,2010-12-31,1,2
1806,600773,西藏城投,房地产,8.0,4.0,4.0,"吴素芬,王列新,沈文",5.0,"10,083,509.2500",241.3500,"8,874,964,394.1100",58.0,,89.4726,96.7820,地方国有企业,60.25,600773,2010-12-31,N,600773,2010-12-31,1,1
1807,600774,汉商集团,商业贸易,9.0,3.0,6.0,"荆汝辉,杨汉生,吴建华",8.0,"72,739,391.3000",88.4000,"1,588,325,968.1500",1898.0,,63.7665,18.3944,地方国有企业,26.59,600774,2010-12-31,N,600774,2010-12-31,1,4
1808,600775,南京熊猫,通信,9.0,3.0,6.0,"张政平,唐敏,周玉新",4.0,"208,109,379.1000",260.8000,"2,561,842,569.5600",3147.0,,42.1230,30.3618,中央国有企业,51.1,600775,2010-12-31,,600775,2010-12-31,1,2
1809,600776,东方通信,通信,8.0,3.0,5.0,"朱德刚,郁旭东,徐晓晖",8.0,"350,112,251.5800",537.9000,"3,301,587,942.0800",2535.0,,19.3730,-26.0648,中央国有企业,48.5019,600776,2010-12-31,N,600776,2010-12-31,1,5
1810,600777,新潮能源,采掘,10.0,4.0,6.0,"孙本樵,迟永强,戚剑武,刘剑波,杨镝",7.0,"79,441,653.2100",460.3000,"4,620,600,963.3700",1854.0,,57.4630,10.7214,民营企业,20.9,600777,2010-12-31,Y,600777,2010-12-31,1,0
1811,600778,友好集团,商业贸易,9.0,4.0,5.0,"姜胜,袁宏宾,周芳,胡才忠,范宝祥,张桅,肖功云",9.0,"209,970,748.7500",480.9300,"2,877,768,614.5200",2386.0,,61.0476,45.8232,地方国有企业,17.7,600778,2010-12-31,N,600778,2010-12-31,1,2
1812,600779,水井坊,食品饮料,8.0,3.0,5.0,"朱国英,王刚,王成兵,陆莉",17.0,"116,806,510.6000",711.5500,"2,141,937,658.0900",1133.0,,31.7265,8.6446,民营企业,39.71,600779,2010-12-31,N,600779,2010-12-31,1,1
1813,600780,通宝能源,公用事业,7.0,4.0,3.0,"韩虎兵,薛涛,宋晓伟,董雄伟,李峰",6.0,"142,392,253.9800",101.6300,"2,418,991,541.7800",1464.0,,30.4055,11.0443,地方国有企业,48.38,600780,2010-12-31,N,600780,2010-12-31,1,2
1814,600781,ST辅仁,医药生物,11.0,4.0,7.0,"简再发,任文柱,朱成功",5.0,"32,268,453.1300",94.6000,"630,502,315.9400",1301.0,,56.2915,13.5744,民营企业,39.61,600781,2010-12-31,N,600781,2010-12-31,1,6
1815,600782,新钢股份,钢铁,11.0,4.0,7.0,"吴明,罗跃忠,谢美芬,沈爱成,董琪",7.0,"1,206,258,832.2100",210.8400,"26,756,746,658.8600",28062.0,,67.9633,61.2003,地方国有企业,77.02,600782,2010-12-31,N,600782,2010-12-31,1,11
1816,600783,鲁信创投,非银金融,9.0,3.0,6.0,"杨公民,刘梅,黄群,王庆民,王大莉",7.0,"60,523,461.1700",232.0100,"3,118,764,643.5900",856.0,,29.2064,25.1430,地方国有企业,73.03,600783,2010-12-31,N,600783,2010-12-31,1,8
1817,600784,鲁银投资,综合,12.0,4.0,8.0,"于乐川,梁婧,荆延芳",7.0,"139,633,161.7900",303.8000,"2,107,379,933.9600",2699.0,,69.7475,20.2123,地方国有企业,14.52,600784,2010-12-31,Y,600784,2010-12-31,1,0
1818,600785,新华百货,商业贸易,9.0,3.0,6.0,"丁爱兵,马卫红,刘迎庆,侯随宁,苏红霞",6.0,"145,997,163.4200",359.9000,"2,249,037,478.0000",3715.0,,52.0660,23.1639,民营企业,29.27,600785,2010-12-31,N,600785,2010-12-31,1,5
1819,600787,中储股份,交通运输,9.0,4.0,5.0,"陈立华,马宏伟,姜超峰",8.0,"435,474,059.5400",348.4000,"9,360,221,030.1700",5466.0,,55.9839,31.0170,中央国有企业,44.75,600787,2010-12-31,N,600787,2010-12-31,1,1
1820,600789,鲁抗医药,医药生物,10.0,4.0,6.0,"李利,颜骏廷,尚艳秋,赵伟,崔晓辉",9.0,"252,939,176.2000",179.3400,"3,025,123,083.6500",5637.0,,44.5759,10.6305,地方国有企业,24.59,600789,2010-12-31,Y,600789,2010-12-31,1,4
1821,600790,轻纺城,商业贸易,9.0,3.0,6.0,"张伟强,虞建妙,马晓峰",5.0,"27,676,208.7500",146.8500,"4,114,650,869.0800",628.0,,68.4973,18.5982,地方国有企业,15.64,600790,2010-12-31,N,600790,2010-12-31,1,6
1822,600791,京能置业,房地产,7.0,3.0,4.0,"徐小萍,赵锐,方秀君",9.0,"27,838,707.3900",265.1900,"4,916,136,588.4600",104.0,,75.8447,459.3197,地方国有企业,45.26,600791,2010-12-31,N,600791,2010-12-31,1,4
1823,600792,云煤能源,采掘,9.0,3.0,6.0,"张军,李杰,许岗,赵浤先,李发光",5.0,"95,964,536.6800",111.7100,"904,943,937.4400",2230.0,,139.8553,-6.3628,地方国有企业,52.51,600792,2010-12-31,N,600792,2010-12-31,1,7
1824,600793,宜宾纸业,轻工制造,9.0,3.0,6.0,"陈庆洪,周晓川,陈世贵,汪涛,王玉均",8.0,"46,965,687.4500",94.1800,"712,973,647.7300",1975.0,,97.9368,32.5139,地方国有企业,37.77,600793,2010-12-31,N,600793,2010-12-31,1,2
1825,600794,保税科技,交通运输,9.0,3.0,6.0,"李金伟,戴雅娟,陈惠,吴晓君,王奔",6.0,"17,473,368.0800",252.2500,"1,030,004,296.0300",18.0,,62.2541,222.6825,地方国有企业,29.87,600794,2010-12-31,N,600794,2010-12-31,1,4
